,Gender,Geographic Region,Loyalty Status,Neighborhood Cluster-7 Level,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Count,Organics Purchase Indicator,Total Spend
6168,1,1,2,1,9,65,3,0,0,3000.0
6169,0,0,2,4,7,49,1,0,0,3000.0
6170,0,3,3,3,14,38,8,1,1,0.01
6171,0,0,2,0,14,29,5,1,1,2000.0
6172,0,0,2,5,9,53,4,0,0,4053.34
6173,1,1,3,2,11,44,5,0,0,0.01
6174,0,3,2,2,14,57,2,0,0,3000.0
6175,0,3,2,2,5,45,14,0,0,3000.0
6176,0,3,0,1,9,63,14,1,1,15000.0
6177,1,3,3,1,14,36,8,1,1,0.01
6178,1,1,3,2,9,44,10,0,0,0.01
6179,0,0,2,4,10,30,3,1,1,3360.0
6180,0,0,2,5,9,63,12,0,0,1250.0
6181,0,3,3,3,11,47,8,0,0,0.01
6182,1,2,2,3,11,77,12,0,0,3000.0
6183,1,3,3,3,6,58,7,0,0,0.01
6184,0,0,2,5,10,40,1,0,0,2500.0
6185,0,0,2,5,6,51,8,0,0,3700.0
6186,0,1,3,3,5,39,5,1,1,0.01
6187,0,0,0,4,13,41,1,1,1,6000.0
6188,1,3,0,4,11,75,5,0,0,10000.0
6189,0,0,0,3,10,38,2,1,1,9000.0
6190,1,3,0,0,12,54,1,0,0,6000.0
6191,0,2,3,0,9,47,4,0,0,0.01
6192,0,3,2,2,6,66,5,0,0,1000.0
6193,0,0,2,3,11,47,5,1,1,4000.0
6194,0,0,0,3,6,76,13,0,0,6000.0
6195,0,4,2,1,3,49,9,1,1,1500.0
6196,0,3,2,1,14,44,8,1,1,3000.0
6197,1,0,0,1,5,59,18,0,0,11000.0
6198,0,1,2,2,11,62,5,0,0,1000.0
6199,0,3,3,2,12,49,7,0,0,0.01
6200,0,2,3,5,2,46,5,0,0,0.01
6201,0,0,3,4,9,41,9,1,1,0.01
6202,0,1,3,4,5,35,4,0,0,0.01
6203,0,1,3,2,12,53,11,2,1,0.01
6204,0,0,3,5,14,35,7,3,1,0.01
6205,0,2,3,2,10,49,4,1,1,0.01
6206,1,3,3,3,8,47,5,0,0,0.01
6207,1,0,2,1,1,55,2,0,0,3000.0
6208,0,2,1,2,14,69,6,0,0,31800.0
6209,1,1,0,3,7,53,8,0,0,9000.0
6210,0,1,1,5,13,69,12,0,0,51875.2
6211,0,0,2,1,4,74,8,0,0,1000.01
6212,0,3,0,3,4,66,2,0,0,6000.0
6213,0,3,0,3,11,46,1,0,0,6000.0
6214,0,3,2,0,8,57,4,0,0,1500.0
6215,0,3,2,2,12,38,4,0,0,5000.0
6216,0,3,2,5,7,40,1,0,0,600.0
6217,0,3,3,2,9,68,12,0,0,0.01
6218,0,2,1,1,5,69,16,0,0,25158.67
6219,1,3,3,5,12,33,5,0,0,0.01
6220,0,1,2,3,13,38,5,0,0,3000.0
6221,0,0,2,5,6,45,4,0,0,1000.0
6222,0,1,3,4,11,33,5,1,1,0.01
6223,0,1,2,1,6,64,1,0,0,2000.0
6224,0,2,3,5,11,34,4,1,1,0.01
6225,0,3,2,1,6,50,1,0,0,250.0
6226,0,1,3,2,13,53,5,2,1,0.01
6227,0,3,3,3,11,36,5,2,1,0.01
6228,0,3,3,5,11,39,8,3,1,0.01
6229,1,1,3,3,10,51,4,0,0,0.01
6230,0,1,0,5,11,60,9,1,1,9000.0
6231,0,3,0,4,14,40,8,1,1,8070.2
6232,0,3,0,5,11,36,5,1,1,6000.0
6233,1,1,0,4,12,76,7,0,0,9026.67
6234,0,0,2,1,9,61,18,0,0,5000.0
6235,0,1,2,0,4,40,8,0,0,3050.0
6236,0,0,0,2,14,58,3,0,0,5500.0
6237,0,3,3,2,4,31,5,1,1,0.01
6238,0,0,3,5,6,51,5,1,1,0.01
6239,1,1,3,1,9,60,9,0,0,0.01
6240,1,1,3,1,10,68,8,0,0,0.01
6241,0,3,3,4,9,46,8,2,1,0.01
6242,0,0,2,1,8,76,5,0,0,3000.0
6243,0,0,1,2,8,53,3,0,0,20362.39
6244,0,1,3,4,15,55,4,0,0,0.01
6245,0,0,2,3,13,69,12,0,0,2500.0
6246,0,0,3,2,10,47,5,1,1,0.01
6247,0,1,2,3,9,51,2,0,0,1000.0
6248,1,0,1,1,6,39,16,0,0,22000.0
6249,1,0,2,0,8,58,1,0,0,3000.0
6250,0,0,2,5,21,59,1,2,1,4000.0
6251,1,2,2,1,6,28,8,0,0,720.0
6252,0,3,2,4,5,58,6,0,0,5000.0
6253,0,3,2,1,7,76,6,0,0,4000.0
6254,0,1,0,2,12,55,1,0,0,6000.0
6255,0,1,2,5,13,46,8,1,1,3000.0
6256,1,1,3,2,4,29,4,0,0,0.01
6257,1,0,3,4,5,47,8,0,0,0.01
6258,0,2,2,3,7,39,11,0,0,120.0
6259,0,0,2,2,7,50,8,0,0,3000.0
6260,1,1,0,2,11,68,2,0,0,6000.0
6261,0,4,3,3,6,55,8,1,1,0.01
6262,0,4,2,5,10,75,16,0,0,4800.0
6263,0,0,0,3,11,78,8,0,0,13800.0
6264,0,3,3,5,20,48,4,2,1,0.01
6265,0,3,2,1,10,69,12,1,1,3000.0
6266,0,3,3,5,7,48,5,0,0,0.01
6267,0,3,0,1,5,50,8,0,0,9000.0
6268,0,3,3,2,5,47,8,0,0,0.01
6269,0,3,3,2,13,36,5,1,1,0.01
6270,0,0,2,3,15,78,5,1,1,2000.0
6271,0,3,0,4,10,52,11,0,0,5044.06
6272,0,0,2,1,10,56,9,0,0,600.0
6273,0,3,2,5,15,31,1,1,1,100.0
6274,0,3,2,4,8,57,9,0,0,500.01
6275,1,1,3,3,9,50,8,0,0,0.01
6276,0,1,2,3,9,56,4,0,0,2074.0
6277,0,0,2,1,10,29,8,1,1,3000.0
6278,0,0,2,5,11,62,8,1,1,2200.0
6279,1,1,3,5,8,50,8,1,1,0.01
6280,0,0,0,4,13,60,12,1,1,6000.0
6281,0,2,0,0,6,79,21,0,0,12000.0
6282,0,0,3,3,9,79,7,0,0,0.01
6283,0,0,0,1,5,63,11,0,0,5549.04
6284,1,4,2,5,10,42,4,1,1,3400.0
6285,0,1,2,3,2,67,1,0,0,600.0
6286,1,1,2,1,12,69,21,0,0,3000.0
6287,0,0,2,5,9,30,11,0,0,750.0
6288,0,3,0,4,10,51,1,0,0,15000.0
6289,0,3,2,1,17,41,5,1,1,0.02
6290,0,3,3,2,8,49,10,0,0,0.01
6291,0,3,2,3,15,67,2,1,1,5000.0
6292,1,3,2,2,7,62,16,0,0,3000.0
6293,1,1,2,1,7,73,2,0,0,25.0
6294,0,3,3,2,7,43,5,0,0,0.01
6295,0,0,0,2,3,78,25,0,0,6105.32
6296,0,0,2,3,7,69,21,0,0,3000.0
6297,1,4,0,5,11,76,8,0,0,17870.84
6298,0,1,2,3,3,61,9,0,0,500.0
6299,1,3,0,5,12,63,10,0,0,9000.0
6300,0,2,0,5,3,68,8,1,1,12000.0
6301,0,3,2,3,7,62,10,0,0,76.9
6302,1,1,2,3,10,48,1,0,0,480.0
6303,0,3,2,3,8,51,6,0,0,1000.0
6304,1,3,0,4,8,51,4,0,0,6000.0
6305,0,3,0,5,12,65,10,0,0,6000.0
6306,0,0,1,4,6,63,3,1,1,20504.65
6307,0,1,3,5,10,46,4,0,0,0.01
6308,0,1,0,3,10,69,11,0,0,6000.0
6309,0,2,3,4,6,34,5,0,0,0.01
6310,0,1,2,0,4,63,6,0,0,1000.0
6311,0,1,3,4,10,54,4,0,0,0.01
6312,0,1,2,2,6,65,8,0,0,3500.0
6313,0,0,0,5,8,63,6,0,0,6053.82
6314,0,0,0,2,9,71,3,0,0,10000.0
6315,1,1,3,1,9,65,8,0,0,0.01
6316,0,3,1,3,8,75,13,0,0,33500.0
6317,1,2,2,2,8,41,4,0,0,1000.01
6318,1,3,1,0,5,64,1,0,0,34000.0
6319,0,3,3,2,9,52,4,0,0,0.01
6320,0,0,0,2,9,61,4,0,0,10050.0
6321,0,0,2,1,8,65,4,0,0,3000.0
6322,0,3,2,2,9,48,5,0,0,600.0
6323,0,0,3,2,11,65,6,0,0,0.01
6324,0,3,3,1,10,52,8,0,0,0.01
6325,0,3,2,1,8,68,19,0,0,3008.77
6326,0,0,2,4,12,31,9,1,1,2660.0
6327,0,3,2,1,9,55,5,1,1,1200.0
6328,1,1,3,3,13,38,8,1,1,0.01
6329,1,2,2,5,8,44,4,1,1,2000.0
6330,1,1,2,5,7,47,9,0,0,5000.0
6331,0,3,2,2,5,36,7,1,1,50.0
6332,0,0,2,1,5,77,4,0,0,5000.0
6333,1,2,0,4,13,60,2,1,1,6000.0
6334,0,3,2,3,6,65,4,0,0,5000.0
6335,1,3,3,3,2,60,5,0,0,0.01
6336,0,3,2,4,12,69,5,0,0,1500.0
6337,0,3,0,4,10,74,2,1,1,6000.0
6338,1,1,0,2,11,62,5,0,0,10000.0
6339,1,3,3,2,4,48,8,0,0,0.01
6340,0,3,0,1,3,36,3,0,0,6053.34
6341,0,4,3,5,10,57,5,2,1,0.01
6342,0,3,2,3,11,62,4,0,0,5000.0
6343,1,1,0,5,10,63,9,0,0,10884.25
6344,1,3,0,1,10,44,2,0,0,12000.0
6345,0,3,0,3,8,71,1,0,0,6000.0
6346,0,0,2,3,8,53,9,0,0,1500.0
6347,0,0,0,3,7,64,5,0,0,6000.0
6348,0,3,1,0,16,76,9,1,1,20664.94
6349,0,1,3,5,12,49,5,0,0,0.01
6350,0,2,0,2,10,71,6,0,0,16000.0
6351,0,0,0,1,12,79,2,0,0,6000.0
6352,1,0,3,3,12,40,8,0,0,0.01
6353,0,2,0,5,8,69,2,1,1,6000.0
6354,0,0,0,3,16,61,3,1,1,19330.72
6355,0,2,3,5,5,37,4,0,0,0.01
6356,0,3,3,5,10,44,4,1,1,0.01
6357,1,1,0,5,3,61,2,0,0,6000.0
6358,0,0,2,3,11,58,1,0,0,600.0
6359,1,1,3,5,8,37,4,0,0,0.01
6360,0,3,2,2,3,77,19,0,0,3000.0
6361,0,0,2,5,9,32,4,1,1,54.84
6362,0,0,2,2,5,44,7,0,0,4000.0
6363,0,3,0,1,19,47,8,2,1,9200.0
6364,1,0,0,5,14,50,1,0,0,6000.0
6365,0,1,3,1,21,41,4,1,1,0.01
6366,0,1,2,4,9,58,7,0,0,1200.01
6367,0,3,0,2,10,65,31,0,0,8000.01
6368,1,3,2,0,11,48,9,0,0,3000.0
6369,0,3,3,0,8,52,5,0,0,0.01
6370,1,3,0,3,11,73,12,1,1,6000.0
6371,0,4,3,2,6,53,10,1,1,0.01
6372,0,2,3,3,15,37,8,1,1,0.01
6373,0,3,2,1,7,47,5,0,0,1500.0
6374,0,3,0,2,6,76,16,0,0,6500.0
6375,0,3,3,1,12,41,9,1,1,0.01
6376,0,2,3,5,10,35,4,0,0,0.01
6377,1,0,3,5,22,47,5,2,1,0.01
6378,0,0,2,2,6,75,31,0,0,1500.0
6379,0,3,0,4,14,63,3,1,1,18000.0
6380,1,4,3,1,9,52,8,0,0,0.01
6381,0,3,3,0,5,38,6,0,0,0.01
6382,1,0,2,5,8,58,9,1,1,1000.0
6383,0,0,3,4,12,39,6,2,1,0.01
6384,0,4,2,1,10,71,11,0,0,3000.0
6385,1,3,3,2,11,44,4,1,1,0.01
6386,0,3,2,4,11,40,9,0,0,0.02
6387,0,1,2,1,5,67,13,0,0,2500.0
6388,0,3,2,1,11,50,8,0,0,70.02
6389,0,3,2,0,4,35,8,1,1,3000.0
6390,1,1,2,3,9,57,3,0,0,3000.0
6391,0,2,2,5,8,74,9,0,0,600.0
6392,1,3,2,1,12,65,5,0,0,1500.0
6393,0,3,2,1,7,68,5,0,0,2000.0
6394,0,0,0,2,9,38,1,0,0,6000.0
6395,0,0,3,3,7,37,5,0,0,0.01
6396,0,1,0,2,4,78,5,0,0,6000.0
6397,1,3,3,1,3,67,11,0,0,0.01
6398,0,3,0,1,5,55,4,0,0,5044.45
6399,0,2,0,1,5,54,1,0,0,12000.0
6400,0,3,0,1,11,63,3,0,0,12000.0
6401,0,0,3,3,4,48,5,0,0,0.01
6402,0,1,2,3,11,69,13,0,0,1000.0
6403,1,0,0,4,12,59,4,0,0,6000.0
6404,0,0,2,3,7,53,1,1,1,100.0
6405,0,3,0,2,6,66,5,0,0,10000.0
6406,0,3,0,2,6,73,14,0,0,7500.0
6407,0,2,2,3,5,52,7,0,0,4000.0
6408,0,0,0,2,10,78,6,0,0,9000.0
6409,0,0,2,2,9,49,1,1,1,2000.0
6410,0,0,0,3,11,53,5,1,1,6000.0
6411,0,0,2,0,6,55,1,1,1,3000.0
6412,0,3,2,2,7,77,29,1,1,1000.0
6413,0,4,0,1,6,64,7,0,0,6000.0
6414,0,0,0,5,6,55,11,1,1,5500.0
6415,0,0,3,3,9,35,4,1,1,0.01
6416,0,1,2,1,16,55,9,1,1,3000.0
6417,0,3,3,3,6,57,8,0,0,0.01
6418,0,1,2,3,7,78,4,1,1,4000.0
6419,0,1,0,1,5,50,5,0,0,14000.0
6420,1,1,3,1,7,47,7,0,0,0.01
6421,0,0,0,2,8,66,1,1,1,6000.0
6422,0,3,3,3,8,34,7,0,0,0.01
6423,1,3,0,2,9,49,6,0,0,6000.0
6424,1,3,0,0,9,62,7,0,0,20000.0
6425,0,3,3,3,10,44,9,1,1,0.01
6426,1,0,2,4,9,60,5,0,0,4000.0
6427,1,0,2,4,12,54,9,0,0,420.0
6428,0,3,3,4,2,52,9,0,0,0.01
6429,0,3,0,1,7,71,7,0,0,6053.35
6430,0,3,1,4,9,71,3,0,0,20678.29
6431,0,3,0,3,10,74,17,1,1,6000.0
6432,0,0,0,1,12,54,6,2,1,18106.69
6433,0,2,3,5,8,73,7,0,0,0.01
6434,1,0,2,1,13,29,1,1,1,600.0
6435,0,0,2,3,8,37,1,1,1,600.0
6436,0,3,0,2,12,60,9,1,1,10007.67
6437,0,3,3,5,11,28,5,1,1,0.01
6438,1,3,2,4,5,49,5,0,0,1500.0
6439,1,1,2,1,5,58,5,0,0,1000.0
6440,0,3,0,2,9,36,1,1,1,6000.0
6441,0,3,0,1,3,55,9,0,0,11540.0
6442,0,0,0,2,10,66,2,0,0,6000.0
6443,0,3,0,1,10,75,15,0,0,12000.0
6444,0,3,2,3,4,63,4,0,0,3000.0
6445,0,2,0,3,9,56,2,0,0,6000.0
6446,0,1,0,1,11,59,4,0,0,6000.0
6447,0,3,1,1,3,50,8,0,0,22600.0
6448,1,0,2,5,15,38,10,1,1,50.0
6449,0,1,2,2,6,79,28,0,0,1000.0
6450,0,0,3,1,12,42,6,0,0,0.01
6451,1,0,3,2,7,47,5,0,0,0.01
6452,0,3,3,5,4,54,9,0,0,0.01
6453,0,3,0,3,10,62,3,0,0,6000.0
6454,0,3,3,2,8,65,4,1,1,0.01
6455,1,0,0,4,9,72,13,0,0,19400.0
6456,0,3,1,0,7,74,3,0,0,20066.9
6457,1,3,3,4,8,41,5,0,0,0.01
6458,0,3,3,3,7,52,5,0,0,0.01
6459,0,1,2,0,12,46,4,0,0,3000.0
6460,0,3,2,4,6,58,9,0,0,500.0
6461,0,0,0,2,6,52,8,1,1,6105.32
6462,0,0,0,3,14,54,2,0,0,6000.0
6463,0,0,2,2,5,73,6,0,0,3000.0
6464,0,0,2,5,9,36,1,0,0,3524.13
6465,0,0,2,1,6,50,5,0,0,2200.0
6466,0,3,0,1,5,44,1,1,1,10000.0
6467,1,3,2,4,10,56,13,0,0,1332.17
6468,1,1,3,4,18,57,5,2,1,0.01
6469,0,1,2,1,4,73,11,0,0,120.0
6470,0,4,0,4,5,64,23,0,0,12000.0
6471,1,0,2,0,9,78,3,0,0,1000.0
6472,1,0,0,2,8,66,6,0,0,6053.35
6473,0,3,1,5,4,70,3,0,0,25180.77
6474,0,1,3,5,3,40,5,0,0,0.01
6475,1,3,2,5,4,74,13,0,0,1500.0
6476,0,3,2,2,7,39,7,1,1,2600.01
6477,0,3,3,1,19,26,5,3,1,0.01
6478,0,0,2,4,15,46,2,0,0,215.0
6479,1,0,2,5,12,60,11,0,0,840.0
6480,0,3,2,1,14,76,18,0,0,1000.0
6481,0,1,0,4,8,42,1,1,1,6000.0
6482,1,0,3,2,6,56,15,0,0,0.01
6483,1,0,2,2,8,76,22,0,0,3200.0
6484,0,3,0,2,12,27,2,1,1,5500.0
6485,0,2,0,2,10,68,25,0,0,6000.0
6486,0,0,0,1,9,56,2,0,0,12000.0
6487,0,0,0,3,6,53,5,0,0,6000.0
6488,1,0,0,2,9,57,6,0,0,6000.0
6489,1,0,2,2,15,76,8,0,0,3000.0
6490,0,3,3,5,7,66,5,1,1,0.01
6491,1,2,0,1,8,65,2,0,0,6000.0
6492,0,3,3,3,7,44,5,0,0,0.01
6493,1,1,2,1,8,53,3,0,0,3000.0
6494,1,0,0,4,9,67,5,0,0,8000.0
6495,0,1,0,1,13,72,2,0,0,6000.0
6496,1,0,3,3,11,29,4,0,0,0.01
6497,0,1,0,3,5,47,1,0,0,8405.0
6498,0,3,2,5,5,22,3,0,0,278.78
6499,0,0,2,1,9,39,5,0,0,1000.0
6500,0,1,3,5,12,40,4,0,0,0.01
6501,0,3,2,3,16,42,10,1,1,50.0
6502,0,1,3,4,6,47,4,0,0,0.01
6503,1,3,0,1,7,67,8,0,0,7910.92
6504,0,0,2,1,4,48,8,0,0,4000.0
6505,0,3,0,0,7,48,18,0,0,15500.0
6506,0,0,0,3,4,56,6,0,0,6107.64
6507,1,3,1,0,7,40,7,1,1,22200.0
6508,0,4,0,5,11,78,1,1,1,6000.0
6509,1,3,3,3,3,46,5,0,0,0.01
6510,1,4,2,2,16,34,12,2,1,1000.0
6511,0,0,2,3,2,51,11,0,0,3600.0
6512,0,3,0,3,10,50,2,0,0,6000.0
6513,0,1,3,1,12,36,5,1,1,0.01
6514,0,3,2,2,10,22,1,1,1,4257.16
6515,0,0,0,2,8,56,8,0,0,12000.0
6516,0,0,3,1,10,66,12,0,0,0.01
6517,0,3,2,4,9,34,4,2,1,4420.0
6518,0,3,1,0,12,62,3,0,0,20531.54
6519,0,1,0,2,10,52,2,0,0,8000.0
6520,0,0,2,3,4,51,2,0,0,35.0
6521,0,3,3,2,6,36,4,0,0,0.01
6522,1,3,0,3,10,77,4,0,0,6000.0
6523,1,1,3,5,8,51,5,0,0,0.01
6524,0,3,3,1,8,31,7,1,1,0.01
6525,0,1,2,1,14,59,8,1,1,2000.0
6526,0,0,2,5,7,55,4,0,0,3000.0
6527,0,0,2,2,12,77,6,0,0,3000.0
6528,0,4,3,5,7,30,5,0,0,0.01
6529,0,3,2,3,15,42,1,2,1,2000.0
6530,0,0,2,5,7,49,9,0,0,500.0
6531,1,2,0,5,8,63,4,0,0,10000.0
6532,1,4,2,5,11,32,4,0,0,420.0
6533,0,3,3,0,16,33,7,0,0,0.01
6534,0,3,3,2,8,32,4,1,1,0.01
6535,0,3,3,3,10,44,5,0,0,0.01
6536,1,0,2,3,5,66,4,0,0,3000.0
6537,1,3,2,2,8,73,25,0,0,1241.34
6538,1,3,2,2,6,54,8,0,0,3000.0
6539,0,3,0,1,10,63,3,0,0,6000.0
6540,1,2,2,0,13,51,12,0,0,3000.0
6541,1,3,2,3,14,55,11,0,0,300.0
6542,0,3,3,3,11,42,9,1,1,0.01
6543,0,1,2,5,8,60,1,0,0,1000.0
6544,1,3,3,1,15,57,8,0,0,0.01
6545,0,3,0,3,10,67,29,1,1,12000.0
6546,0,3,2,1,9,51,4,0,0,4800.0
6547,0,0,0,2,11,66,8,0,0,5000.01
6548,0,1,0,3,11,62,5,1,1,6000.0
6549,1,3,0,1,6,68,3,0,0,10000.0
6550,1,0,2,3,11,43,8,0,0,300.0
6551,0,3,3,4,9,39,8,1,1,0.01
6552,0,1,3,1,13,64,5,1,1,0.01
6553,0,1,0,0,6,61,17,0,0,6000.0
6554,0,2,3,5,11,35,9,1,1,0.01
6555,0,3,3,4,9,51,5,0,0,0.01
6556,0,3,1,0,11,59,3,0,0,20219.71
6557,0,3,0,2,3,68,7,0,0,11000.0
6558,1,0,2,5,8,65,3,0,0,5000.0
6559,1,0,2,3,7,45,4,0,0,150.01
6560,1,3,2,2,6,66,4,0,0,3000.0
6561,0,1,2,2,8,46,6,2,1,2200.0
6562,0,3,2,2,18,30,8,2,1,1000.0
6563,1,0,0,1,5,47,5,0,0,6000.0
6564,0,0,3,4,10,31,5,0,0,0.01
6565,0,1,0,2,13,76,2,1,1,6000.0
6566,0,0,0,3,10,79,1,0,0,6000.0
6567,0,0,2,5,8,72,9,0,0,250.0
6568,0,3,2,1,7,74,11,1,1,3000.0
6569,0,3,3,4,10,33,9,0,0,0.01
6570,0,3,3,2,4,52,4,0,0,0.01
6571,1,1,0,2,14,76,8,0,0,8700.0
6572,0,2,2,5,9,38,1,0,0,2500.0
6573,0,1,3,5,7,51,4,0,0,0.01
6574,0,0,0,4,11,67,2,1,1,6000.0
6575,0,1,2,3,7,54,2,0,0,3500.0
6576,0,3,3,5,12,26,5,1,1,0.01
6577,0,1,2,2,10,55,8,0,0,3000.0
6578,0,3,3,1,6,43,5,0,0,0.01
6579,0,0,0,1,8,50,3,0,0,17000.0
6580,1,3,0,2,8,67,6,0,0,18053.35
6581,0,3,3,0,10,40,8,1,1,0.01
6582,0,3,2,3,7,77,19,0,0,3000.0
6583,0,3,0,1,7,67,8,0,0,10800.0
6584,0,3,3,3,7,55,9,1,1,0.01
6585,0,3,2,2,10,74,7,0,0,4000.01
6586,0,2,3,4,13,63,5,0,0,0.01
6587,0,1,0,5,9,49,3,0,0,8000.0
6588,0,0,2,2,6,70,9,0,0,3000.0
6589,0,4,0,1,3,73,5,0,0,6000.0
6590,0,0,0,4,8,66,4,0,0,10000.0
6591,0,0,3,3,13,53,10,2,1,0.01
6592,0,0,2,3,9,46,10,0,0,50.0
6593,0,1,0,5,5,60,1,1,1,12000.0
6594,0,3,0,2,9,48,8,0,0,12000.0
6595,0,0,2,3,11,32,4,1,1,2920.0
6596,1,3,2,1,6,48,8,0,0,120.5
6597,0,1,0,1,8,52,6,0,0,12106.7
6598,1,3,2,1,6,32,8,1,1,3000.0
6599,0,1,0,1,9,70,8,0,0,12000.0
6600,1,3,3,3,5,38,8,0,0,0.01
6601,0,2,3,4,6,40,5,0,0,0.01
6602,1,3,3,2,13,50,8,2,1,0.01
6603,0,3,2,0,15,22,3,1,1,1000.0
6604,0,1,0,2,5,57,3,0,0,6000.0
6605,0,0,0,1,8,78,8,0,0,12000.0
6606,1,0,3,2,13,40,4,1,1,0.01
6607,0,3,0,2,11,52,5,1,1,6200.0
6608,0,0,2,5,13,70,1,1,1,3000.0
6609,0,3,0,2,4,47,8,0,0,8800.0
6610,0,0,0,5,6,72,21,0,0,10000.0
6611,0,1,3,5,6,45,8,0,0,0.01
6612,1,1,0,0,4,69,2,0,0,6000.0
6613,0,3,0,0,9,67,2,0,0,6000.0
6614,0,3,2,2,6,65,31,0,0,1177.7
6615,1,1,0,2,13,62,1,0,0,6000.0
6616,1,0,2,1,10,68,4,0,0,1000.0
6617,0,1,2,1,7,37,2,1,1,5000.0
6618,1,3,0,0,4,52,8,0,0,6105.32
6619,0,4,0,2,6,74,14,1,1,6035.53
6620,0,3,2,5,8,32,1,0,0,520.0
6621,0,3,3,2,8,42,7,0,0,0.01
6622,1,1,0,1,7,79,7,0,0,6053.35
6623,0,3,0,1,7,34,2,0,0,6000.0
6624,0,4,0,3,8,37,11,0,0,12000.0
6625,0,3,3,2,3,32,5,1,1,0.01
6626,0,3,0,1,10,44,6,1,1,6000.0
6627,0,0,2,2,12,64,5,0,0,1070.0
6628,1,1,2,5,8,39,7,1,1,50.0
6629,0,2,3,5,10,43,5,1,1,0.01
6630,0,3,2,4,10,44,1,1,1,600.0
6631,0,0,2,3,11,53,5,0,0,1500.0
6632,0,0,0,4,8,45,8,0,0,13000.0
6633,0,2,3,2,12,34,5,1,1,0.01
6634,0,1,2,1,9,54,2,0,0,2500.0
6635,0,1,3,1,9,47,9,0,0,0.01
6636,0,1,2,3,9,72,6,1,1,500.0
6637,1,3,3,3,9,48,6,0,0,0.01
6638,1,3,0,4,11,33,1,1,1,6000.0
6639,0,3,0,3,5,49,7,0,0,16105.32
6640,1,3,2,2,4,56,9,0,0,1000.0
6641,0,1,2,4,9,55,4,0,0,420.0
6642,1,1,2,0,9,68,8,0,0,2500.0
6643,0,3,0,1,9,47,1,0,0,10000.0
6644,0,3,1,0,8,68,3,0,0,20039.88
6645,0,3,2,0,12,79,0,0,0,600.0
6646,0,1,2,1,9,61,19,0,0,4500.0
6647,1,3,3,1,22,35,8,2,1,0.01
6648,0,3,2,3,18,49,4,2,1,2000.0
6649,0,1,3,5,9,48,5,0,0,0.01
6650,0,3,1,4,9,68,3,0,0,20728.91
6651,0,4,0,3,6,70,4,0,0,15286.86
6652,1,0,2,4,6,63,9,0,0,5000.0
6653,0,3,2,1,5,61,4,0,0,3000.0
6654,1,0,0,0,10,74,14,0,0,7553.35
6655,1,3,3,3,12,49,5,0,0,0.01
6656,0,3,0,1,12,75,3,1,1,18781.01
6657,0,1,2,2,12,47,5,0,0,1800.0
6658,0,0,3,3,11,46,9,1,1,0.01
6659,1,3,2,5,9,48,11,0,0,3000.0
6660,0,3,3,2,19,43,5,2,1,0.01
6661,0,1,2,4,8,58,5,1,1,3000.0
6662,0,0,2,5,6,32,6,1,1,5000.0
6663,0,0,0,1,9,69,1,1,1,19000.0
6664,0,3,2,2,7,55,9,0,0,500.0
6665,0,3,3,2,8,56,9,0,0,0.01
6666,0,3,3,2,4,31,8,1,1,0.01
6667,0,3,2,2,6,76,11,1,1,1420.0
6668,1,3,3,4,6,58,9,0,0,0.01
6669,1,3,3,5,8,33,5,0,0,0.01
6670,0,0,1,2,6,65,3,0,0,29758.93
6671,0,3,0,1,7,69,14,0,0,9600.0
6672,1,3,2,3,8,42,9,0,0,1000.01
6673,0,3,3,3,13,51,5,0,0,0.01
6674,0,3,3,3,8,45,5,0,0,0.01
6675,0,1,2,4,14,66,11,0,0,2380.0
6676,0,3,2,0,4,54,4,0,0,600.0
6677,0,1,2,5,9,53,4,0,0,5000.0
6678,0,3,3,2,14,33,4,1,1,0.01
6679,0,1,3,3,5,44,4,0,0,0.01
6680,1,3,2,1,9,43,8,1,1,2000.0
6681,0,1,2,5,12,67,13,1,1,2052.57
6682,0,1,2,5,10,75,12,0,0,3000.0
6683,0,0,0,1,10,62,6,0,0,7000.0
6684,0,0,0,1,16,32,1,1,1,8000.0
6685,0,0,2,1,8,55,5,1,1,2000.0
6686,1,1,3,3,7,38,8,1,1,0.01
6687,1,1,3,2,7,42,4,1,1,0.01
6688,0,3,0,1,7,76,5,1,1,10000.0
6689,0,3,0,2,9,62,4,0,0,5634.13
6690,0,3,0,2,9,50,1,1,1,6000.0
6691,0,1,2,0,10,73,1,1,1,4000.0
6692,1,3,2,3,6,40,9,0,0,3000.0
6693,0,3,2,2,12,59,8,0,0,5000.0
6694,0,1,3,5,12,38,5,1,1,0.01
6695,0,1,3,0,11,67,7,0,0,0.01
6696,1,2,2,4,12,49,10,0,0,2800.0
6697,0,0,1,3,8,63,3,0,0,20278.54
6698,1,3,0,1,11,78,17,0,0,5800.0
6699,0,1,0,2,10,73,6,0,0,13624.29
6700,1,3,0,2,8,46,7,0,0,18053.35
6701,0,3,0,1,13,64,4,0,0,12000.0
6702,0,0,3,2,15,50,5,2,1,0.01
6703,0,0,3,3,7,68,4,0,0,0.01
6704,0,3,3,4,7,62,9,0,0,0.01
6705,0,0,0,4,4,52,4,0,0,10000.0
6706,0,2,0,1,7,68,5,0,0,6000.0
6707,0,3,0,2,8,60,8,0,0,10905.32
6708,1,3,2,2,8,33,3,0,0,2500.0
6709,1,3,0,0,9,58,26,0,0,12000.0
