"RB010","RB020","RB030","RB031","RB031_F","RB050","RB050_F","RB070","RB070_F","RB080","RB080_F","RB090","RB090_F","RB200","RB200_F","RB210","RB210_F","RB220","RB220_F","RB230","RB230_F","RB240","RB240_F","RB245","RB245_F","RB250","RB250_F","RB260","RB260_F","RB270","RB270_F","RL010","RL010_F","RL020","RL020_F","RL030","RL030_F","RL040","RL040_F","RL050","RL050_F","RL060","RL060_F","RL070","RL070_F","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","DE","256039001",,,2770.11520737327,,,,1985,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256039002",,,2770.11520737327,,,,1984,,"1",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256039003",,,2770.11520737327,,,,2012,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,"27",,,,,,,,,,,,,,,,,,
"2013","DE","256039004",,,2770.11520737327,,,,2013,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256096501",,,2770.11520737327,,,,1975,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,"25",,,,,,,,,,,,,,,,,,
"2013","DE","256096502",,,2770.11520737327,,,,1973,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256096503",,,2770.11520737327,,,,1997,,"2",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256096504",,,2770.11520737327,,,,1997,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256136901",,,2770.11520737327,,,,1968,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256136902",,,2770.11520737327,,,,1971,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,"28",,,,,,,,,,,,,,,,,,
"2013","DE","256136903",,,2770.11520737327,,,,2004,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256136904",,,2770.11520737327,,,,2008,,"2",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256165201",,,2770.11520737327,,,,1969,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256165202",,,2770.11520737327,,,,1972,,"2",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256165203",,,2770.11520737327,,,,1998,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256165204",,,2770.11520737327,,,,2001,,"2",,"1",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256174701",,,2770.11520737327,,,,1976,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256174702",,,2770.11520737327,,,,1976,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256174703",,,2770.11520737327,,,,2006,,"2",,"1",,"4",,,,,,,,,,,,"5",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256174704",,,2770.11520737327,,,,2009,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256178201",,,2770.11520737327,,,,1957,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256178202",,,2770.11520737327,,,,1965,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"15",,,,,,,,,,
"2013","DE","256178203",,,2770.11520737327,,,,2000,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256178204",,,2770.11520737327,,,,1991,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256178205",,,2770.11520737327,,,,1993,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256243501",,,2770.11520737327,,,,1959,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256243502",,,2770.11520737327,,,,1961,,"2",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256243503",,,2770.11520737327,,,,1991,,"1",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,"20",,,,,,,,,,,,,,
"2013","DE","256243504",,,2770.11520737327,,,,1992,,"2",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256243505",,,2770.11520737327,,,,1995,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256244801",,,2770.11520737327,,,,1977,,"1",,"2",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256244802",,,2770.11520737327,,,,2006,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,"0",,,,,,,,,,,,,,,,
"2013","DE","256244803",,,2770.11520737327,,,,2008,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256244804",,,2770.11520737327,,,,1977,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256244805",,,2770.11520737327,,,,2010,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256309401",,,2770.11520737327,,,,1982,,"2",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256309402",,,2770.11520737327,,,,2004,,"1",,"1",,"2",,,,,,,,,,"11",,,,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","256309403",,,2770.11520737327,,,,2007,,"1",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256309404",,,2770.11520737327,,,,2009,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256309405",,,2770.11520737327,,,,1973,,"1",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256344801",,,2770.11520737327,,,,1957,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256344802",,,2770.11520737327,,,,1965,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,"35",,,,,,,,,,,,,,
"2013","DE","256344803",,,2770.11520737327,,,,2000,,"2",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256344804",,,2770.11520737327,,,,1991,,"2",,"2",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","256344805",,,2770.11520737327,,,,1993,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,"0",,,,,,,,,,,,
"2013","DE","256355801",,,2770.11520737327,,,,1975,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"35",,,,,,,,,,,,,,
"2013","DE","256355802",,,2770.11520737327,,,,1975,,"1",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256355803",,,2770.11520737327,,,,2004,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,"35",,,,,,,,,,,,,,
"2013","DE","256355804",,,2770.11520737327,,,,2005,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256355805",,,2770.11520737327,,,,2013,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256371901",,,2770.11520737327,,,,1982,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,"35",,,,,,,,,,,,,,
"2013","DE","256371902",,,2770.11520737327,,,,2004,,"1",,"1",,"2",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256371903",,,2770.11520737327,,,,2007,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256371904",,,2770.11520737327,,,,2009,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256371905",,,2770.11520737327,,,,1973,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256386001",,,2770.11520737327,,,,1971,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256386002",,,2770.11520737327,,,,1994,,"2",,"1",,"1",,,,,,,,,,"11",,"5",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","256386003",,,2770.11520737327,,,,1971,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256386004",,,2770.11520737327,,,,2006,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256386005",,,2770.11520737327,,,,1999,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256394301",,,2770.11520737327,,,,1970,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256394302",,,2770.11520737327,,,,1971,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256394303",,,2770.11520737327,,,,2002,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","256394304",,,2770.11520737327,,,,2008,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256394305",,,2770.11520737327,,,,2005,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256408301",,,2770.11520737327,,,,1975,,"2",,"1",,"1",,,,,,,,,,,,"5",,,,,,,,"4",,,,,,"0",,,,,,,,,,
"2013","DE","256408302",,,2770.11520737327,,,,1975,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256408303",,,2770.11520737327,,,,2004,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,"0",,,,,,,,,,,,,,,,
"2013","DE","256408304",,,2770.11520737327,,,,2005,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256408305",,,2770.11520737327,,,,2013,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256409901",,,2770.11520737327,,,,1959,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","256409902",,,2770.11520737327,,,,1961,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256409903",,,2770.11520737327,,,,1991,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256409904",,,2770.11520737327,,,,1992,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,"0",,"0",,,,,,,,,,
"2013","DE","256409905",,,2770.11520737327,,,,1995,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256515301",,,2770.11520737327,,,,1971,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","256515302",,,2770.11520737327,,,,1966,,"1",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256515303",,,2770.11520737327,,,,2004,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256515304",,,2770.11520737327,,,,2007,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256515305",,,2770.11520737327,,,,2009,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256516401",,,2770.11520737327,,,,1971,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256516402",,,2770.11520737327,,,,1994,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256516403",,,2770.11520737327,,,,1971,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256516404",,,2770.11520737327,,,,2006,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256516405",,,2770.11520737327,,,,1999,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256518701",,,2770.11520737327,,,,1969,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256518702",,,2770.11520737327,,,,1971,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256518703",,,2770.11520737327,,,,2000,,"1",,"1",,"4",,,,,,,,,,"11",,,,,,,,"21",,,,,,,,,,,,,,,,,,
"2013","DE","256518704",,,2770.11520737327,,,,2003,,"1",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256518705",,,2770.11520737327,,,,2003,,"1",,"1",,"4",,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256573401",,,2770.11520737327,,,,1975,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","256573402",,,2770.11520737327,,,,1975,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256573403",,,2770.11520737327,,,,2004,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256573404",,,2770.11520737327,,,,2005,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,"20",,,,,,,,,,,,,,
"2013","DE","256573405",,,2770.11520737327,,,,2013,,"1",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,"40",,,,,,,,,,
"2013","DE","256593901",,,2770.11520737327,,,,1966,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","256593902",,,2770.11520737327,,,,1966,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,"0",,,,"0",,"0",,,,,,,,,,
"2013","DE","256593903",,,2770.11520737327,,,,1996,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256593904",,,2770.11520737327,,,,1998,,"2",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256593905",,,2770.11520737327,,,,2003,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","256593906",,,2770.11520737327,,,,2004,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256649901",,,2770.11520737327,,,,1972,,"1",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","256649902",,,2770.11520737327,,,,1975,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,"0",,,,,,,,,,
"2013","DE","256649903",,,2770.11520737327,,,,2004,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256649904",,,2770.11520737327,,,,2007,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256649905",,,2770.11520737327,,,,2009,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256649906",,,2770.11520737327,,,,2012,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256656701",,,2770.11520737327,,,,1966,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256656702",,,2770.11520737327,,,,1966,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256656703",,,2770.11520737327,,,,1996,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256656704",,,2770.11520737327,,,,1998,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","256656705",,,2770.11520737327,,,,2003,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,"22",,,,,,,,,,,,,,,,,,
"2013","DE","256656706",,,2770.11520737327,,,,2004,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","256685201",,,2881.89633375474,,,,1958,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","256699301",,,2881.89633375474,,,,1988,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256710101",,,2881.89633375474,,,,1963,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256761201",,,2881.89633375474,,,,1957,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256764901",,,2881.89633375474,,,,1971,,"1",,"1",,"3",,,,,,,,,,"11",,,,,,,,"23",,,,"25",,,,,,,,,,,,,,
"2013","DE","256792201",,,2881.89633375474,,,,1943,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","256807801",,,2881.89633375474,,,,1978,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256822701",,,2881.89633375474,,,,1960,,"2",,"1",,"2",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256846901",,,2881.89633375474,,,,1937,,"2",,"2",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256896601",,,2881.89633375474,,,,1961,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","256978901",,,2881.89633375474,,,,1947,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257026201",,,2881.89633375474,,,,1987,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257061501",,,2881.89633375474,,,,1968,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257062501",,,2881.89633375474,,,,1953,,"2",,"1",,"2",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257084701",,,2881.89633375474,,,,1932,,"2",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257198401",,,2881.89633375474,,,,1978,,"2",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257202501",,,2881.89633375474,,,,1969,,"1",,"1",,"4",,,,,,,,,,"11",,"5",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","257230501",,,2881.89633375474,,,,1975,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,"31",,,,,,,,,,,,,,,,,,
"2013","DE","257251301",,,2881.89633375474,,,,1961,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,"17",,,,,,"0",,,,,,,,,,
"2013","DE","257317301",,,2881.89633375474,,,,1983,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,"22",,,,,,,,,,,,,,,,,,
"2013","DE","257385601",,,2881.89633375474,,,,1957,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","257393801",,,2881.89633375474,,,,1959,,"1",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257394201",,,2881.89633375474,,,,1965,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,"20",,,,,,,,,,,,,,
"2013","DE","257409601",,,2881.89633375474,,,,1956,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257604701",,,2881.89633375474,,,,1992,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,"31",,,,,,,,,,,,,,,,,,
"2013","DE","257639801",,,2881.89633375474,,,,1982,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257652501",,,2881.89633375474,,,,1945,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257698401",,,2881.89633375474,,,,1938,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257700701",,,2881.89633375474,,,,1959,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257710401",,,2881.89633375474,,,,1975,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257769901",,,2881.89633375474,,,,1974,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257775701",,,2881.89633375474,,,,1950,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257800601",,,2881.89633375474,,,,1992,,"1",,"2",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257824501",,,2881.89633375474,,,,1970,,"2",,"1",,"4",,,,,,,,,,,,"5",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","257828101",,,2881.89633375474,,,,1961,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","257861001",,,2881.89633375474,,,,1982,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","257935601",,,2881.89633375474,,,,1974,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257964601",,,2881.89633375474,,,,1932,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","257971401",,,2881.89633375474,,,,1961,,"1",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","257975501",,,2881.89633375474,,,,1949,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,"35",,,,,,,,,,,,,,,,,,
"2013","DE","257978501",,,2881.89633375474,,,,1955,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258000701",,,2881.89633375474,,,,1984,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","258013101",,,2881.89633375474,,,,1947,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,"17",,,,,,,,,,,,,,,,
"2013","DE","258058401",,,2881.89633375474,,,,1973,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258086801",,,2881.89633375474,,,,1934,,"1",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","258098601",,,2881.89633375474,,,,1949,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258100001",,,2881.89633375474,,,,1951,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","258140501",,,2881.89633375474,,,,1959,,"2",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258215101",,,2881.89633375474,,,,1987,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","258257401",,,2881.89633375474,,,,1968,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258262501",,,2881.89633375474,,,,1972,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258287201",,,2881.89633375474,,,,1947,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,"20",,,,,,,,,,
"2013","DE","258295201",,,2881.89633375474,,,,1935,,"2",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","258302401",,,2881.89633375474,,,,1979,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258358401",,,2881.89633375474,,,,1982,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,"0",,,,,,,,,,
"2013","DE","258423301",,,2881.89633375474,,,,1978,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258433001",,,2881.89633375474,,,,1987,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258447401",,,2881.89633375474,,,,1992,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"25",,"0",,,,,,,,,,,,
"2013","DE","258472701",,,2881.89633375474,,,,1969,,"2",,"1",,"4",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","258507201",,,2881.89633375474,,,,1985,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
