,PB030: PERSONAL ID,PB020: COUNTRY,PB010: YEAR OF THE SURVEY,PB140: YEAR OF BIRTH,PB150: SEX,PB190: MARITAL STATUS,PB200: CONSENSUAL UNION,PB220A: CITIZENSHIP,PE010: CURRENT EDUCATION ACTIVITY,PE040: HIGHEST ISCED LEVEL ATTAINED,PL031: SELF-DEFINED CURRENT ECONOMIC STATUS,PL035: WORKED AT LEAST 1 HOUR DURING THE PREVIOUS WEEK,PL051: OCCUPATION (ISCO-08 (COM)),PL150: MANAGERIAL POSITION,PH010: GENERAL HEALTH,PH020: SUFFER FROM ANY A CHRONIC (LONG-STANDING) ILLNESS OR CONDITION,PH030: LIMITATION IN ACTIVITIES BECAUSE OF HEALTH PROBLEMS,PH040: UNMET NEED FOR MEDICAL EXAMINATION OR TREATMENT,PH060: UNMET NEED FOR DENTAL EXAMINATION OR TREATMENT,PY010G_PY020G_PY021G_PY050G: EMPLOYEE INCOME,PY035G: CONTRIBUTIONS TO INDIVIDUAL PRIVATE PENSION PLANS,PY080G: PENSION FROM INDIVIDUAL PRIVATE PLANS,PY090G++: SOCIAL BENEFITS,PY090G: UNEMPLOYMENT BENEFITS,PY100G: OLD-AGE BENEFITS,PY110G: SURVIVOR’ BENEFITS,PY120G: SICKNESS BENEFITS,PY130G: DISABILITY BENEFITS,PY140G: EDUCATION-RELATED ALLOWANCES,PD020: Replace worn-out clothes by some new (not second-hand) ones,PD030: Two pairs of properly fitting shoes,PD050: Get-together with friends/family (relatives) for a drink/meal at least once a month,PD060: Regularly participate in a leisure activity,PD070: Spend a small amount of money each week on yourself,PD080: Internet connection for personal use at home,PW020: MEANING OF LIFE
13968,256516402,DE,2013,1994,2,1.0,1,LOC,2,2.0,11.0,2,10.0,2.0,1.0,1.0,1.0,2,2,0.0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
13969,256516403,DE,2013,1971,1,2.0,1,LOC,2,5.0,3.0,2,21.0,2.0,3.0,2.0,3.0,2,2,24572.16,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0
13970,256518701,DE,2013,1969,1,1.0,1,LOC,2,5.0,1.0,2,13.0,2.0,2.0,2.0,2.0,2,2,70880.03,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,9.0
13971,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13972,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13973,256573402,DE,2013,1975,1,2.0,3,LOC,2,5.0,1.0,1,22.0,2.0,2.0,2.0,3.0,2,2,51613.01,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,7.0
13974,256593901,DE,2013,1966,1,1.0,3,LOC,2,5.0,1.0,1,32.0,2.0,2.0,2.0,3.0,2,2,24715.13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0
13975,256593902,DE,2013,1966,2,2.0,1,LOC,2,4.0,10.0,2,32.0,2.0,2.0,2.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0
13976,256593903,DE,2013,1996,1,1.0,1,OTH,2,1.0,6.0,1,10.0,2.0,1.0,2.0,1.0,2,2,0.0,3370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0
13977,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13978,256649902,DE,2013,1975,2,2.0,3,LOC,1,5.0,10.0,2,23.0,2.0,2.0,2.0,3.0,2,2,0.0,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
13979,256656701,DE,2013,1966,1,2.0,2,LOC,2,4.0,1.0,1,12.0,2.0,1.0,1.0,3.0,2,2,61938.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,8.0
13980,256656702,DE,2013,1966,2,2.0,1,LOC,2,4.0,2.0,1,34.0,2.0,4.0,8.0,3.0,2,2,10734.58,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0
13981,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13982,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13983,256699301,DE,2013,1988,2,1.0,1,LOC,2,4.0,6.0,2,10.0,2.0,3.0,2.0,3.0,2,2,0.0,494,0.0,12395.08,0.0,0.0,0.0,0.0,0.0,12395.08,1.0,1.0,1.0,3.0,1.0,3.0,7.0
13984,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13985,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13986,256764901,DE,2013,1971,1,2.0,1,LOC,2,4.0,1.0,1,33.0,2.0,3.0,1.0,3.0,2,2,104248.27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
13987,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
13988,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13989,256822701,DE,2013,1960,2,5.0,3,LOC,2,3.0,1.0,1,93.0,2.0,1.0,2.0,3.0,2,2,43262.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0
13990,256846901,DE,2013,1937,2,2.0,3,LOC,2,2.0,7.0,1,83.0,2.0,2.0,2.0,2.0,2,2,0.0,0,0.0,36031.26,0.0,0.0,0.0,0.0,36031.26,0.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0
13991,256896601,DE,2013,1961,2,1.0,3,LOC,2,3.0,8.0,2,34.0,2.0,2.0,2.0,3.0,2,1,0.0,200,0.0,5649.01,0.0,0.0,0.0,0.0,5649.01,0.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0
13992,256978901,DE,2013,1947,1,2.0,1,LOC,1,5.0,7.0,2,23.0,2.0,2.0,2.0,3.0,2,2,0.0,708,0.0,6140.08,3070.04,3070.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
13993,257026201,DE,2013,1987,1,1.0,1,LOC,2,4.0,6.0,1,83.0,1.0,3.0,2.0,1.0,2,2,5350.84,2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0
13994,257061501,DE,2013,1968,1,5.0,1,LOC,2,3.0,2.0,2,31.0,2.0,1.0,1.0,1.0,2,2,11305.08,0,0.0,5015.76,0.0,1143.73,0.0,0.0,3872.03,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
13995,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
13996,257084701,DE,2013,1932,2,1.0,1,LOC,2,5.0,7.0,1,24.0,1.0,2.0,1.0,2.0,2,2,0.0,2060,0.0,28407.77,0.0,28407.77,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0
13997,257198401,DE,2013,1978,2,2.0,3,LOC,2,3.0,2.0,2,52.0,2.0,1.0,1.0,3.0,2,2,14774.89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0
13998,257202501,DE,2013,1969,1,1.0,1,LOC,2,5.0,1.0,2,22.0,1.0,3.0,2.0,3.0,2,2,36045.9,511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,3.0,8.0
13999,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14000,257251301,DE,2013,1961,1,2.0,1,LOC,2,4.0,1.0,1,33.0,1.0,2.0,2.0,3.0,1,2,50047.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0
14001,257317301,DE,2013,1983,1,2.0,3,LOC,2,4.0,1.0,1,33.0,2.0,2.0,2.0,3.0,2,8,23590.14,0,0.0,608.63,0.0,0.0,0.0,0.0,0.0,608.63,1.0,1.0,1.0,1.0,2.0,3.0,9.0
14002,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14003,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14004,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14005,257409601,DE,2013,1956,1,2.0,2,LOC,2,3.0,1.0,1,74.0,2.0,2.0,2.0,2.0,2,2,41978.55,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0
14006,257604701,DE,2013,1992,2,1.0,3,LOC,1,2.0,2.0,2,32.0,1.0,3.0,2.0,2.0,2,1,10518.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,9.0
14007,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14008,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14009,257698401,DE,2013,1938,2,5.0,1,LOC,2,3.0,7.0,1,96.0,1.0,3.0,2.0,3.0,2,2,0.0,0,0.0,24460.71,0.0,24460.71,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14010,257700701,DE,2013,1959,2,2.0,1,LOC,2,4.0,1.0,1,31.0,1.0,3.0,1.0,2.0,2,2,47415.79,1280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
14011,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14012,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14013,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14014,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14016,257828101,DE,2013,1961,1,1.0,1,LOC,2,3.0,1.0,1,43.0,1.0,1.0,2.0,3.0,2,2,59845.87,1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0
14017,257861001,DE,2013,1982,1,1.0,3,LOC,2,5.0,1.0,1,23.0,2.0,3.0,1.0,2.0,2,2,52667.24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0
14019,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14020,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
14021,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14022,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14023,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14024,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14025,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14026,258086801,DE,2013,1934,1,4.0,3,LOC,2,5.0,7.0,1,13.0,1.0,1.0,1.0,3.0,2,2,7089.85,984,0.0,34710.72,0.0,34710.72,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
14027,258098601,DE,2013,1949,2,2.0,1,LOC,2,3.0,2.0,1,33.0,1.0,3.0,2.0,3.0,2,2,33762.32,794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0
14028,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14030,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14031,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14032,258262501,DE,2013,1972,2,1.0,2,LOC,2,2.0,1.0,1,33.0,1.0,3.0,1.0,8.0,2,2,0.0,0,0.0,29921.92,0.0,0.0,0.0,0.0,0.0,29921.92,1.0,1.0,3.0,3.0,1.0,1.0,8.0
14033,258287201,DE,2013,1947,2,2.0,1,LOC,1,5.0,7.0,2,22.0,2.0,1.0,1.0,2.0,8,2,11680.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0
14034,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14035,258302401,DE,2013,1979,1,5.0,3,LOC,2,5.0,1.0,1,33.0,2.0,2.0,1.0,3.0,2,2,37878.88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,7.0
14036,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
14037,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14038,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
14039,258447401,DE,2013,1992,2,3.0,1,LOC,2,3.0,6.0,2,10.0,2.0,1.0,2.0,3.0,2,2,0.0,3302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0
14040,258472701,DE,2013,1969,2,5.0,1,LOC,2,5.0,1.0,2,24.0,2.0,3.0,2.0,2.0,2,2,49858.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0
14041,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14042,258520601,DE,2013,1973,1,1.0,3,LOC,1,3.0,1.0,2,51.0,2.0,2.0,2.0,3.0,2,2,1686.01,0,0.0,102.42,0.0,0.0,102.42,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0
14043,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14044,258540401,DE,2013,1974,2,2.0,3,LOC,1,5.0,2.0,1,23.0,2.0,1.0,2.0,1.0,2,2,4473.23,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0
14045,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
14046,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
14047,258587901,DE,2013,1944,1,2.0,3,LOC,2,3.0,7.0,1,75.0,2.0,4.0,1.0,3.0,2,2,0.0,449,3127.78,15685.240000000002,0.0,8804.12,6881.12,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
14048,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14049,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14050,258645201,DE,2013,1944,1,2.0,3,LOC,2,3.0,7.0,1,51.0,1.0,1.0,2.0,3.0,2,2,3847.01,30,0.0,95416.45,0.0,95416.45,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0
14051,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14052,258713301,DE,2013,1978,1,5.0,1,LOC,2,3.0,1.0,2,81.0,2.0,2.0,1.0,3.0,2,2,83941.95999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,10.0
14053,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14054,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14055,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14056,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14057,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14058,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14059,258822301,DE,2013,1937,2,2.0,3,LOC,1,3.0,7.0,2,31.0,0.0,1.0,1.0,3.0,2,2,0.0,1607,0.0,2605.82,0.0,2605.82,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0
14060,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
14061,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14062,258862301,DE,2013,1985,2,1.0,3,LOC,2,2.0,1.0,1,33.0,2.0,1.0,2.0,3.0,2,2,41725.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
14063,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14064,258920401,DE,2013,1943,2,3.0,3,LOC,2,2.0,7.0,2,33.0,2.0,3.0,2.0,3.0,2,2,0.0,1347,0.0,13225.63,0.0,13225.63,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
14065,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14066,259037001,DE,2013,1964,2,5.0,3,LOC,2,2.0,5.0,1,31.0,2.0,5.0,1.0,3.0,2,2,0.0,800,0.0,10845.47,10845.47,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,7.0
14067,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14068,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14069,259093001,DE,2013,1953,1,2.0,3,LOC,2,3.0,2.0,2,74.0,2.0,3.0,2.0,3.0,2,2,19243.83,0,0.0,10022.83,10022.83,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0
14070,259209401,DE,2013,1938,1,4.0,1,LOC,2,5.0,7.0,1,21.0,2.0,1.0,2.0,3.0,2,2,0.0,0,0.0,103699.84,0.0,103699.84,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0
14071,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14072,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
14073,259235901,DE,2013,1973,2,1.0,1,LOC,2,5.0,1.0,1,41.0,1.0,2.0,2.0,3.0,2,2,105507.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0
