,PB030: PERSONAL ID,PB020: COUNTRY,PB010: YEAR OF THE SURVEY,PB140: YEAR OF BIRTH,PB150: SEX,PB190: MARITAL STATUS,PB200: CONSENSUAL UNION,PB220A: CITIZENSHIP,PE010: CURRENT EDUCATION ACTIVITY,PE040: HIGHEST ISCED LEVEL ATTAINED,PL031: SELF-DEFINED CURRENT ECONOMIC STATUS,PL035: WORKED AT LEAST 1 HOUR DURING THE PREVIOUS WEEK,PL051: OCCUPATION (ISCO-08 (COM)),PL150: MANAGERIAL POSITION,PH010: GENERAL HEALTH,PH020: SUFFER FROM ANY A CHRONIC (LONG-STANDING) ILLNESS OR CONDITION,PH030: LIMITATION IN ACTIVITIES BECAUSE OF HEALTH PROBLEMS,PH040: UNMET NEED FOR MEDICAL EXAMINATION OR TREATMENT,PH060: UNMET NEED FOR DENTAL EXAMINATION OR TREATMENT,PY010G_PY020G_PY021G_PY050G: EMPLOYEE INCOME,PY035G: CONTRIBUTIONS TO INDIVIDUAL PRIVATE PENSION PLANS,PY080G: PENSION FROM INDIVIDUAL PRIVATE PLANS,PY090G++: SOCIAL BENEFITS,PY090G: UNEMPLOYMENT BENEFITS,PY100G: OLD-AGE BENEFITS,PY110G: SURVIVOR’ BENEFITS,PY120G: SICKNESS BENEFITS,PY130G: DISABILITY BENEFITS,PY140G: EDUCATION-RELATED ALLOWANCES,PD020: Replace worn-out clothes by some new (not second-hand) ones,PD030: Two pairs of properly fitting shoes,PD050: Get-together with friends/family (relatives) for a drink/meal at least once a month,PD060: Regularly participate in a leisure activity,PD070: Spend a small amount of money each week on yourself,PD080: Internet connection for personal use at home,PW130: TRUST IN THE POLITICAL SYSTEM
9384,183021301,DE,2013,1949,2,3.0,1,0,2,5.0,7.0,2,23.0,2.0,2.0,1.0,3.0,2,2,1873.5700000000002,0,0.0,6523.12,0.0,6523.12,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0
9385,183021302,DE,2013,1944,1,5.0,3,1,1,5.0,7.0,1,23.0,2.0,4.0,2.0,3.0,2,2,0.0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
9386,183034001,DE,2013,1940,1,2.0,3,0,2,3.0,7.0,1,33.0,1.0,2.0,1.0,3.0,2,2,0.0,1200,0.0,38196.75,0.0,38196.75,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0
9387,183034002,DE,2013,1944,2,2.0,1,0,2,3.0,7.0,2,-1.0,2.0,2.0,2.0,3.0,2,2,0.0,1000,0.0,27261.32,16356.79,0.0,10904.53,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0
9389,183040402,DE,2013,1934,2,2.0,1,0,1,2.0,7.0,2,-1.0,2.0,1.0,2.0,3.0,2,2,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
9390,183040601,DE,2013,1934,2,2.0,1,0,2,3.0,7.0,2,-1.0,2.0,1.0,2.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0
9391,183040602,DE,2013,1933,1,2.0,1,0,2,3.0,7.0,1,52.0,1.0,2.0,2.0,3.0,2,2,0.0,612,0.0,28405.11,0.0,28405.11,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,-1.0
9392,183117301,DE,2013,1946,1,4.0,1,0,2,3.0,7.0,1,31.0,2.0,2.0,2.0,2.0,2,2,0.0,1500,0.0,8977.51,0.0,8977.51,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0
9393,183117302,DE,2013,1938,2,2.0,3,0,2,3.0,7.0,1,52.0,1.0,2.0,1.0,2.0,1,2,0.0,965,0.0,4714.76,0.0,4714.76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
9394,183210901,DE,2013,1941,1,2.0,1,0,2,3.0,7.0,1,43.0,2.0,3.0,2.0,1.0,2,2,0.0,936,0.0,17986.53,0.0,17986.53,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9395,183210902,DE,2013,1949,2,2.0,3,0,1,3.0,10.0,2,52.0,2.0,1.0,2.0,3.0,2,2,0.0,3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0
9396,183221001,DE,2013,1964,2,2.0,1,0,2,5.0,1.0,2,21.0,1.0,2.0,2.0,2.0,2,2,28774.54,455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0
9397,183221002,DE,2013,1963,1,1.0,3,0,2,3.0,5.0,2,-1.0,2.0,3.0,1.0,2.0,2,2,1185.78,1201,0.0,9360.24,7025.74,0.0,2334.5,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0
9398,183289301,DE,2013,1934,1,2.0,1,0,2,3.0,7.0,1,72.0,2.0,1.0,2.0,2.0,2,2,0.0,0,0.0,38169.58,0.0,38169.58,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0
9399,183289302,DE,2013,1936,2,2.0,3,0,2,3.0,7.0,1,44.0,2.0,2.0,2.0,2.0,1,2,0.0,0,0.0,5190.27,0.0,5190.27,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0
9400,183298301,DE,2013,1940,1,2.0,3,0,2,5.0,7.0,2,22.0,2.0,2.0,2.0,2.0,2,2,8429.0,1338,0.0,29802.35,0.0,29802.35,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,-1.0
9401,183298302,DE,2013,1937,2,2.0,1,0,2,3.0,7.0,2,52.0,2.0,2.0,2.0,3.0,2,2,0.0,1200,0.0,19019.19,0.0,19019.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
9402,183313501,DE,2013,1934,2,2.0,1,0,1,2.0,7.0,1,-1.0,1.0,1.0,2.0,1.0,2,2,0.0,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0
9403,183313502,DE,2013,1933,1,2.0,3,0,2,3.0,7.0,1,52.0,1.0,4.0,1.0,3.0,2,2,0.0,0,0.0,35862.01,0.0,35862.01,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9404,183317001,DE,2013,1946,1,4.0,1,0,2,3.0,7.0,1,33.0,2.0,3.0,1.0,-1.0,2,2,0.0,224,0.0,38824.58,0.0,38824.58,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0
9405,183317002,DE,2013,1938,2,2.0,1,0,1,5.0,7.0,1,33.0,2.0,1.0,1.0,3.0,2,2,0.0,471,0.0,10176.24,0.0,3749.14,0.0,0.0,6427.1,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0
9406,183350001,DE,2013,1964,2,5.0,1,0,2,4.0,1.0,1,12.0,1.0,3.0,-1.0,3.0,2,2,32715.65,5035,0.0,7576.68,0.0,0.0,0.0,7576.68,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
9407,183350002,DE,2013,1993,2,1.0,1,0,1,3.0,11.0,2,-1.0,2.0,1.0,2.0,3.0,2,2,0.0,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
9409,183359402,DE,2013,1952,2,5.0,3,0,2,5.0,2.0,1,31.0,2.0,2.0,2.0,3.0,1,2,0.0,0,0.0,1406.02,1406.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0
9410,183439801,DE,2013,1935,1,2.0,1,0,2,3.0,7.0,2,33.0,1.0,4.0,1.0,2.0,2,2,0.0,0,0.0,30399.85,0.0,30399.85,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,-1.0
9411,183439802,DE,2013,1934,2,2.0,3,0,1,4.0,7.0,2,31.0,-1.0,4.0,1.0,2.0,2,2,0.0,870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0
9412,183476801,DE,2013,1935,1,4.0,3,0,2,3.0,7.0,1,33.0,1.0,3.0,2.0,2.0,2,2,0.0,0,0.0,59701.73,0.0,59701.73,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0
9413,183476802,DE,2013,1934,2,2.0,1,0,2,2.0,7.0,1,-1.0,2.0,2.0,1.0,3.0,2,2,0.0,1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0
9414,183478801,DE,2013,1951,1,2.0,2,0,2,3.0,7.0,1,42.0,2.0,3.0,2.0,3.0,2,2,0.0,0,0.0,13918.36,0.0,0.0,0.0,0.0,13918.36,0.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0
9415,183478802,DE,2013,1957,2,2.0,1,0,2,4.0,2.0,2,31.0,2.0,2.0,-1.0,3.0,2,2,17192.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0
9416,183481601,DE,2013,1949,1,2.0,3,0,1,5.0,1.0,1,23.0,1.0,2.0,2.0,3.0,2,2,53597.98,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0
9418,183525001,DE,2013,1949,1,5.0,2,0,2,3.0,5.0,2,94.0,2.0,2.0,1.0,2.0,2,2,1070.66,404,0.0,4004.28,4004.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0
9419,183525002,DE,2013,1950,2,2.0,3,0,1,3.0,10.0,1,83.0,2.0,1.0,2.0,2.0,2,2,0.0,2845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,8.0
9420,183566601,DE,2013,1941,1,2.0,3,0,2,5.0,7.0,1,23.0,2.0,1.0,-1.0,3.0,2,2,0.0,800,0.0,48813.52,0.0,48813.52,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
9421,183566602,DE,2013,1938,2,2.0,3,0,2,5.0,7.0,2,32.0,-1.0,2.0,1.0,3.0,2,2,0.0,247,0.0,7037.49,0.0,7037.49,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0
9422,183569401,DE,2013,1939,1,2.0,1,0,1,2.0,7.0,1,51.0,2.0,4.0,1.0,3.0,2,2,0.0,140,0.0,8683.36,0.0,8683.36,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0
9423,183569402,DE,2013,1939,2,2.0,1,0,2,3.0,11.0,2,52.0,2.0,4.0,-1.0,3.0,2,2,0.0,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,-1.0
9424,183645601,DE,2013,1955,1,3.0,3,0,2,5.0,1.0,1,24.0,2.0,3.0,2.0,-1.0,2,2,26073.45,1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0
9425,183645602,DE,2013,1960,2,2.0,1,0,2,3.0,2.0,1,33.0,2.0,2.0,1.0,2.0,2,2,1144.87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0
9426,183666101,DE,2013,1936,1,2.0,3,0,2,5.0,7.0,1,11.0,1.0,3.0,1.0,2.0,2,2,0.0,0,0.0,40495.13,0.0,0.0,0.0,0.0,40495.13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
9427,183666102,DE,2013,1938,2,2.0,3,0,2,5.0,7.0,2,31.0,2.0,1.0,-1.0,2.0,2,2,0.0,0,0.0,3070.67,0.0,3070.67,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0
9428,183666901,DE,2013,1965,1,3.0,2,0,2,5.0,7.0,1,42.0,2.0,1.0,2.0,3.0,2,2,0.0,441,0.0,37090.12,0.0,37090.12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
9429,183666902,DE,2013,1994,2,1.0,3,0,2,2.0,1.0,1,52.0,2.0,2.0,1.0,2.0,2,2,3003.58,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0
9430,183750801,DE,2013,1964,1,5.0,3,0,2,3.0,1.0,1,41.0,2.0,2.0,1.0,2.0,2,2,47781.08,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9432,183787001,DE,2013,1940,1,4.0,3,0,2,5.0,7.0,1,25.0,2.0,2.0,2.0,3.0,2,2,0.0,2550,0.0,31116.95,0.0,5735.84,25381.11,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0
9433,183787002,DE,2013,1941,2,2.0,3,0,2,3.0,7.0,2,52.0,1.0,2.0,1.0,2.0,2,1,0.0,160,0.0,5554.0,0.0,5554.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0
9435,183829402,DE,2013,1989,1,1.0,1,0,2,3.0,6.0,1,81.0,1.0,2.0,2.0,1.0,2,2,35667.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0
9436,183866901,DE,2013,1942,1,2.0,1,0,2,3.0,7.0,1,33.0,1.0,2.0,2.0,3.0,2,2,0.0,1365,0.0,13118.75,0.0,13118.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
9437,183866902,DE,2013,1943,2,2.0,1,0,2,3.0,7.0,2,52.0,2.0,1.0,2.0,3.0,1,2,0.0,0,0.0,5253.99,0.0,5253.99,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
9439,183876002,DE,2013,1937,1,2.0,3,0,2,3.0,7.0,1,11.0,2.0,1.0,1.0,3.0,2,2,0.0,600,0.0,21478.31,0.0,21478.31,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
9440,183893001,DE,2013,1939,1,2.0,1,0,2,3.0,7.0,2,41.0,1.0,3.0,1.0,-1.0,2,2,0.0,0,0.0,21810.29,0.0,21810.29,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9441,183893002,DE,2013,1939,2,2.0,3,0,2,3.0,7.0,1,52.0,2.0,2.0,2.0,3.0,2,2,7964.0,0,0.0,9621.95,0.0,8360.95,1261.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0
9443,183931202,DE,2013,1958,2,2.0,3,0,2,3.0,2.0,2,41.0,2.0,1.0,1.0,1.0,2,2,7098.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
9444,183945001,DE,2013,1941,1,2.0,2,0,2,5.0,7.0,1,24.0,2.0,5.0,2.0,3.0,1,2,0.0,1930,0.0,7135.81,0.0,7135.81,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0
9445,183945002,DE,2013,1949,2,5.0,1,0,2,2.0,5.0,1,96.0,-1.0,2.0,2.0,2.0,2,2,4628.13,1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,-1.0
9446,183949801,DE,2013,1932,1,2.0,3,0,2,3.0,7.0,1,13.0,-1.0,1.0,2.0,2.0,2,2,0.0,0,0.0,58107.43,0.0,58107.43,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,1.0,7.0
9447,183949802,DE,2013,1939,2,2.0,3,0,1,3.0,11.0,2,51.0,1.0,1.0,2.0,-1.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0
9448,183976501,DE,2013,1935,1,2.0,3,0,2,5.0,7.0,1,23.0,2.0,2.0,2.0,3.0,2,1,0.0,1021,0.0,54748.42,0.0,54748.42,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,7.0
9449,183976502,DE,2013,1943,2,2.0,1,0,2,3.0,7.0,1,52.0,2.0,1.0,1.0,3.0,1,2,0.0,0,0.0,8619.17,0.0,8619.17,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0
9450,184019801,DE,2013,1964,2,2.0,3,0,2,3.0,1.0,1,53.0,2.0,2.0,2.0,2.0,2,2,59114.3,3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
9451,184019802,DE,2013,1993,2,1.0,1,0,2,2.0,11.0,2,-1.0,-1.0,3.0,1.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0
9453,184021502,DE,2013,1943,2,4.0,3,0,2,2.0,7.0,1,52.0,-1.0,1.0,-1.0,3.0,2,-1,1125.88,112,0.0,52.17,52.17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0
9455,184048302,DE,2013,1936,2,2.0,1,0,2,3.0,7.0,1,33.0,2.0,3.0,2.0,3.0,2,2,0.0,661,0.0,34494.55,0.0,34494.55,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,7.0
9456,184048501,DE,2013,1959,1,2.0,1,0,2,5.0,8.0,2,61.0,2.0,3.0,2.0,3.0,2,2,0.0,0,0.0,12290.93,0.0,0.0,0.0,0.0,12290.93,0.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0
9457,184048502,DE,2013,1990,1,1.0,3,0,2,3.0,5.0,1,41.0,1.0,3.0,1.0,3.0,1,2,3900.0,1149,0.0,8843.93,0.0,0.0,0.0,0.0,8843.93,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
9458,184073601,DE,2013,1958,1,2.0,1,0,2,3.0,1.0,2,33.0,1.0,2.0,2.0,3.0,2,2,55285.66,612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0
9459,184073602,DE,2013,1959,2,2.0,1,0,2,3.0,4.0,1,23.0,2.0,3.0,2.0,3.0,2,2,13988.63,3016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0
9461,184093402,DE,2013,1939,2,2.0,3,0,2,3.0,7.0,2,51.0,2.0,1.0,2.0,3.0,2,2,0.0,660,0.0,15769.71,0.0,15769.71,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0
9462,184101001,DE,2013,1949,2,3.0,1,0,2,5.0,7.0,2,43.0,1.0,2.0,1.0,-1.0,2,2,0.0,0,0.0,6128.87,0.0,6128.87,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,8.0
9463,184101002,DE,2013,1944,1,2.0,1,0,2,5.0,7.0,1,41.0,1.0,2.0,1.0,2.0,2,2,0.0,0,0.0,31565.43,0.0,31565.43,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0
9464,184117301,DE,2013,1946,1,2.0,3,0,2,3.0,7.0,2,74.0,1.0,2.0,2.0,3.0,2,2,0.0,0,0.0,38987.01,0.0,0.0,0.0,0.0,38987.01,0.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0
9465,184117302,DE,2013,1949,2,2.0,1,0,2,3.0,10.0,2,-1.0,-1.0,4.0,1.0,3.0,2,2,0.0,4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0
9466,184124001,DE,2013,1936,1,2.0,3,0,2,5.0,7.0,1,12.0,2.0,2.0,1.0,3.0,2,2,0.0,3500,0.0,46852.93,0.0,46852.93,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0
9467,184124002,DE,2013,1951,2,2.0,3,0,2,2.0,2.0,1,52.0,2.0,2.0,2.0,3.0,2,2,57891.59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
9468,184155501,DE,2013,1964,2,1.0,1,0,2,1.0,7.0,2,-1.0,1.0,3.0,2.0,1.0,1,2,0.0,0,0.0,13205.81,0.0,13205.81,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0
9469,184155502,DE,2013,1993,2,1.0,3,0,2,2.0,6.0,2,-1.0,2.0,2.0,1.0,-1.0,2,2,0.0,724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,-1.0
9470,184209201,DE,2013,1941,2,2.0,1,0,2,3.0,7.0,2,53.0,2.0,2.0,1.0,3.0,2,2,0.0,65,0.0,4550.32,0.0,4550.32,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,9.0
9471,184209202,DE,2013,1939,1,2.0,1,0,2,3.0,7.0,2,54.0,2.0,1.0,2.0,2.0,2,2,0.0,0,0.0,24074.74,0.0,24074.74,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0
9472,184212701,DE,2013,1941,1,2.0,3,0,2,5.0,7.0,1,31.0,2.0,2.0,2.0,3.0,1,2,0.0,0,0.0,36344.33,0.0,36344.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0
9473,184212702,DE,2013,1944,2,2.0,1,0,2,3.0,7.0,1,-1.0,1.0,2.0,1.0,3.0,2,2,0.0,0,0.0,49658.479999999996,0.0,24372.26,25286.22,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,-1.0
9474,184229101,DE,2013,1936,1,2.0,1,0,2,5.0,7.0,1,14.0,2.0,1.0,2.0,3.0,2,2,360.0,0,0.0,63238.18,0.0,0.0,0.0,0.0,63238.18,0.0,2.0,1.0,1.0,2.0,1.0,1.0,-1.0
9475,184229102,DE,2013,1939,2,2.0,1,0,2,5.0,7.0,1,32.0,2.0,2.0,2.0,3.0,2,2,0.0,264,0.0,24132.66,0.0,24132.66,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
9476,184259301,DE,2013,1939,1,3.0,1,0,1,5.0,7.0,2,33.0,2.0,2.0,1.0,2.0,2,2,0.0,0,0.0,2746.14,0.0,2746.14,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0
9479,184274602,DE,2013,1939,1,2.0,1,0,2,3.0,7.0,1,52.0,1.0,2.0,1.0,2.0,2,2,0.0,4662,0.0,23630.41,0.0,23630.41,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0
9480,184276701,DE,2013,1935,1,4.0,3,0,2,5.0,7.0,1,33.0,2.0,2.0,2.0,1.0,2,2,0.0,0,0.0,24659.36,0.0,24659.36,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,-1.0
9481,184276702,DE,2013,1946,2,4.0,2,0,2,3.0,7.0,2,33.0,-1.0,3.0,2.0,2.0,2,2,0.0,80,0.0,21588.19,0.0,21588.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
9482,184290701,DE,2013,1941,1,2.0,1,0,2,5.0,7.0,2,22.0,1.0,2.0,1.0,3.0,2,2,0.0,0,0.0,15715.95,0.0,15715.95,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0
9483,184290702,DE,2013,1943,2,2.0,1,0,2,3.0,7.0,2,52.0,-1.0,3.0,1.0,3.0,2,2,4173.0,0,0.0,8623.41,0.0,8623.41,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0
9484,184302801,DE,2013,1941,1,2.0,3,0,2,5.0,7.0,2,21.0,2.0,2.0,1.0,3.0,2,2,0.0,0,0.0,21740.3,0.0,6308.45,15431.85,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
9485,184302802,DE,2013,1943,2,2.0,1,0,2,3.0,7.0,1,74.0,2.0,3.0,1.0,3.0,2,2,0.0,0,0.0,11928.88,0.0,0.0,0.0,0.0,11928.88,0.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0
9486,184355801,DE,2013,1957,1,2.0,3,0,2,3.0,1.0,1,31.0,2.0,3.0,2.0,3.0,2,2,52755.45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
9487,184355802,DE,2013,1959,2,2.0,3,0,1,2.0,11.0,2,81.0,2.0,1.0,1.0,2.0,2,2,0.0,1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0
9488,184355803,DE,2013,1994,1,1.0,2,0,1,2.0,6.0,2,-1.0,1.0,3.0,2.0,3.0,2,2,2796.59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0
9489,184369501,DE,2013,1972,2,2.0,1,0,2,3.0,2.0,2,33.0,2.0,2.0,1.0,2.0,2,2,21880.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
9490,184369502,DE,2013,1969,1,1.0,1,0,2,5.0,5.0,1,61.0,1.0,2.0,2.0,3.0,2,2,0.0,300,0.0,102131.28,102131.28,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,9.0
9492,184382102,DE,2013,1969,1,2.0,3,0,2,5.0,1.0,1,23.0,1.0,2.0,2.0,3.0,2,2,96413.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
9493,184391201,DE,2013,1944,1,2.0,1,0,2,5.0,7.0,1,32.0,1.0,2.0,2.0,2.0,2,2,0.0,548,0.0,34255.05,0.0,34255.05,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
9494,184391202,DE,2013,1953,2,2.0,1,0,2,5.0,2.0,1,24.0,2.0,3.0,2.0,3.0,1,2,4851.71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,-1.0
9495,184391203,DE,2013,1988,1,1.0,1,0,1,3.0,6.0,2,-1.0,-1.0,3.0,2.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.0
9497,184405202,DE,2013,1987,2,2.0,1,0,2,3.0,6.0,1,91.0,-1.0,1.0,2.0,2.0,2,2,0.0,5650,0.0,6106.64,0.0,0.0,6106.64,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0
