"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2012","BE",567381,767.44,"2",1936,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",76,75,56738,"0.6285714286","0","0","0"
"2012","BE",567491,767.44,"1",1954,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",57,57,56749,"1","1","0","0"
"2012","BE",567501,767.44,"2",1982,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",30,29,56750,"0.5","0","0","0"
"2012","BE",567641,767.44,"4",1936,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",75,75,56764,"1","0","0","101"
"2012","BE",567791,767.44,"3",1931,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",80,80,56779,"1","0","0","0"
"2012","BE",567841,767.44,"4",1935,"2","1","3","4","11","NA","NA","NA","NA","NA","NA","NA",76,76,56784,"1","2","0","0"
"2012","BE",567911,767.44,"2",1940,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",72,71,56791,"99","0","0","0"
"2012","BE",568131,767.44,"4",1931,"1","1","2","1","11","NA","NA","NA","NA","0","NA","0",80,80,56813,"0.6571428571","2","0","0"
"2012","BE",568211,767.44,"2",1972,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",39,39,56821,"99","0","0","100"
"2012","BE",568631,767.44,"2",1931,"1","1","1","1","NA","NA","NA","NA","0","NA","NA","NA",80,80,56863,"1","0","0","0"
"2012","BE",568701,767.44,"1",1931,"2","1","1","4","NA","NA","NA","NA","NA","NA","NA","NA",80,80,56870,"1","0","0","0"
"2012","BE",568771,767.44,"3",1945,"2","1","1","1","11","NA","NA","NA","NA","NA","0","NA",66,66,56877,"0.5214285714","0","0","0"
"2012","BE",569041,767.44,"4",1971,"2","1","1","1","11","NA","NA","NA","NA","0","NA","NA",40,40,56904,"0.6428571429","0","0","0"
"2012","BE",569151,767.44,"3",1956,"2","1","1","1","11","NA","NA","NA","NA","NA","0","NA",55,55,56915,"1","0","0","0"
"2012","BE",569801,767.44,"3",1963,"1","1","1","4","11","NA","NA","NA","NA","NA","0","NA",48,48,56980,"99","2","0","0"
"2012","BE",570051,767.44,"2",1959,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",53,52,57005,"99","1","0","1"
"2012","BE",570411,767.44,"4",1972,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",39,39,57041,"0.8","0","0","0"
"2012","BE",570431,767.44,"2",1933,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",78,78,57043,"1","0","0","0"
"2012","BE",570461,767.44,"3",1946,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",66,65,57046,"1","0","0","101"
"2012","BE",570491,767.44,"3",1937,"1","1","2","1","11","NA","NA","NA","NA","0","0","0",74,74,57049,"0","0","0","0"
"2012","BE",570961,767.44,"1",1986,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",26,25,57096,"0.9571428571","0","0","0"
"2012","BE",571071,767.44,"1",1931,"2","1","1","1","11","NA","NA","NA","0","NA","NA","NA",80,80,57107,"1","0","0","0"
"2012","BE",571141,767.44,"3",1931,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",80,80,57114,"1","0","0","0"
"2012","BE",571161,767.44,"1",1966,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",45,45,57116,"0","0","0","0"
"2012","BE",571451,767.44,"3",1980,"1","1","4","4","11","NA","28","NA","NA","NA","NA","NA",31,31,57145,"0","0","0","0"
"2012","BE",571541,767.44,"4",1931,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,57154,"1","0","0","0"
"2012","BE",571651,767.44,"1",1940,"2","1","1","1","11","NA","NA","8","NA","NA","NA","NA",72,71,57165,"99","0","0","0"
"2012","BE",572171,767.44,"3",1972,"1","1","4","1","NA","NA","NA","NA","NA","NA","0","NA",39,39,57217,"0","0","0","0"
"2012","BE",572181,767.44,"2",1942,"2","1","1","1","NA","NA","NA","NA","NA","NA","0","NA",70,69,57218,"1","0","1","0"
"2012","BE",572311,767.44,"2",1934,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",77,77,57231,"0","0","0","0"
"2012","BE",572971,767.44,"4",1953,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",59,58,57297,"1","2","0","0"
"2012","BE",573241,767.44,"4",1952,"1","1","1","1","11","NA","NA","30","0","NA","NA","0",60,59,57324,"0.9714285714","2","0","100"
"2012","BE",573271,767.44,"4",1931,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",80,80,57327,"0.3333333333","0","0","0"
"2012","BE",573361,767.44,"2",1933,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","0",79,78,57336,"0.1839980686","0","0","0"
"2012","BE",574191,767.44,"4",1964,"2","1","4","1","11","NA","NA","35","NA","NA","NA","0",48,47,57419,"0","0","0","11"
"2012","BE",574261,767.44,"2",1931,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,57426,"1","0","0","0"
"2012","BE",574411,767.44,"4",1956,"2","1","1","1","NA","NA","NA","32","NA","NA","NA","NA",55,55,57441,"0","0","0","0"
"2012","BE",574451,767.44,"2",1954,"1","1","4","1","NA","NA","NA","NA","NA","0","NA","NA",58,57,57445,"0.8333333333","0","0","0"
"2012","BE",574601,767.44,"4",1931,"1","1","4","4","NA","NA","NA","NA","NA","NA","0","NA",80,80,57460,"1","0","0","0"
"2012","BE",574831,767.44,"3",1977,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",34,34,57483,"0.5","0","0","0"
"2012","BE",575001,767.44,"2",1931,"1","1","1","1","11","NA","NA","NA","0","NA","NA","0",80,80,57500,"99","2","1","0"
"2012","BE",575131,767.44,"4",1951,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",60,60,57513,"99","0","0","0"
"2012","BE",575251,767.44,"2",1952,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",59,59,57525,"0.4166666667","0","0","0"
"2012","BE",575261,767.44,"3",1956,"2","1","1","1","NA","NA","NA","NA","0","0","45","NA",55,55,57526,"0.3611400512","0","0","0"
"2012","BE",575781,767.44,"2",1950,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",61,61,57578,"99","0","1","0"
"2012","BE",576021,767.44,"3",1936,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",75,75,57602,"0","0","0","101"
"2012","BE",576251,767.44,"2",1974,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",37,37,57625,"0.5416666667","0","0","110"
"2012","BE",576861,767.44,"2",1936,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","0",75,75,57686,"0.5","2","0","0"
"2012","BE",576862,767.44,"3",1936,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",76,75,57686,"0.9166666667","1","1","0"
"2012","BE",576951,767.44,"3",1946,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",65,65,57695,"1","0","0","0"
"2012","BE",576952,767.44,"4",1946,"2","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",65,65,57695,"0.5","1","0","1"
"2012","BE",577241,767.44,"2",1955,"1","1","1","1","11","NA","32","NA","NA","NA","NA","NA",56,56,57724,"99","1","0","0"
"2012","BE",577242,767.44,"4",1960,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",51,51,57724,"99","2","0","0"
"2012","BE",577471,767.44,"3",1963,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",48,48,57747,"0.4285714286","0","0","101"
"2012","BE",577472,767.44,"4",1995,"1","1","4","1","11","NA","NA","NA","NA","0","NA","NA",17,16,57747,"0.4722222222","0","0","0"
"2012","BE",577841,767.44,"3",1931,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,57784,"1","0","0","11"
"2012","BE",577842,767.44,"3",1943,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",69,68,57784,"99","2","0","0"
"2012","BE",577981,767.44,"4",1956,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",55,55,57798,"1","2","0","0"
"2012","BE",577982,767.44,"1",1954,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","4",57,57,57798,"99","0","0","0"
"2012","BE",578001,767.44,"2",1941,"1","1","4","1","11","NA","NA","NA","0","NA","NA","NA",70,70,57800,"1","2","0","0"
"2012","BE",578002,767.44,"2",1945,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",66,66,57800,"0.5833333333","2","0","0"
"2012","BE",578061,767.44,"4",1951,"1","1","4","4","11","NA","NA","NA","0","NA","NA","NA",60,60,57806,"1","2","1","0"
"2012","BE",578062,767.44,"1",1954,"2","1","4","1","11","NA","NA","NA","NA","0","NA","10",58,57,57806,"99","1","0","101"
"2012","BE",578531,767.44,"1",1931,"2","1","1","1","11","NA","NA","NA","0","NA","NA","NA",80,80,57853,"99","1","0","0"
"2012","BE",578532,767.44,"3",1945,"1","1","1","4","11","NA","NA","NA","NA","0","NA","NA",66,66,57853,"99","0","0","0"
"2012","BE",578621,767.44,"1",1964,"2","1","1","1","11","NA","32","NA","NA","NA","NA","NA",48,47,57862,"99","0","0","0"
"2012","BE",578622,767.44,"3",1993,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",18,18,57862,"0.6738095238","0","1","101"
"2012","BE",578671,767.44,"1",1980,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",31,31,57867,"99","0","0","111"
"2012","BE",578672,767.44,"4",1968,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",44,43,57867,"99","0","0","100"
"2012","BE",578801,767.44,"2",1959,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",53,52,57880,"99","2","0","0"
"2012","BE",578802,767.44,"2",1960,"2","1","4","4","11","NA","24","NA","6","NA","0","NA",51,51,57880,"0.6714285714","0","0","0"
"2012","BE",579041,767.44,"2",1964,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",48,47,57904,"1","0","0","0"
"2012","BE",579042,767.44,"3",1993,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",18,18,57904,"99","2","0","0"
"2012","BE",579101,767.44,"2",1945,"1","1","1","1","11","NA","NA","32","NA","NA","NA","NA",67,66,57910,"0","0","0","0"
"2012","BE",579102,767.44,"3",1944,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",68,67,57910,"0.5","2","0","0"
"2012","BE",579151,767.44,"3",1942,"1","1","4","1","11","NA","NA","NA","6","NA","NA","NA",69,69,57915,"1","0","1","111"
"2012","BE",579152,767.44,"1",1943,"2","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",68,68,57915,"1","0","0","0"
"2012","BE",579511,767.44,"4",1953,"1","1","3","1","11","NA","NA","NA","0","NA","NA","NA",58,58,57951,"0","0","0","100"
"2012","BE",579512,767.44,"1",1956,"2","1","4","4","11","NA","32","NA","NA","NA","NA","NA",55,55,57951,"0.25","0","0","0"
"2012","BE",579571,767.44,"4",1944,"1","1","1","1","NA","NA","NA","NA","NA","0","NA","NA",68,67,57957,"99","0","0","0"
"2012","BE",579572,767.44,"2",1948,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","0",64,63,57957,"99","0","0","0"
"2012","BE",579621,767.44,"4",1955,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","9",57,56,57962,"0.5","2","0","0"
"2012","BE",579622,767.44,"2",1954,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",57,57,57962,"1","0","0","0"
"2012","BE",579671,767.44,"2",1931,"2","1","1","1","NA","NA","NA","NA","NA","0","NA","NA",80,80,57967,"0.5","0","0","0"
"2012","BE",579672,767.44,"2",1957,"1","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",55,54,57967,"1","2","0","11"
"2012","BE",579691,767.44,"4",1961,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",50,50,57969,"0.7857142857","0","0","10"
"2012","BE",579692,767.44,"4",1951,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",61,60,57969,"0","0","0","10"
"2012","BE",579871,767.44,"2",1960,"1","1","3","4","11","NA","NA","NA","NA","NA","NA","NA",51,51,57987,"0.8055555556","0","0","101"
"2012","BE",579872,767.44,"2",1931,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",80,80,57987,"0","0","0","0"
"2012","BE",579971,767.44,"4",1977,"1","1","3","1","NA","NA","32","NA","NA","NA","NA","NA",35,34,57997,"99","0","0","10"
"2012","BE",579972,767.44,"1",1975,"2","1","3","1","NA","NA","32","32","NA","NA","NA","NA",36,36,57997,"99","2","0","0"
"2012","BE",579981,767.44,"2",1983,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",28,28,57998,"0.7428571429","1","0","1"
"2012","BE",579982,767.44,"2",1985,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",26,26,57998,"0.625","0","0","0"
"2012","BE",580231,767.44,"4",1937,"1","1","4","1","NA","NA","NA","NA","NA","0","NA","NA",75,74,58023,"0.7428571429","0","0","0"
"2012","BE",580232,767.44,"4",1938,"2","1","4","1","11","NA","NA","NA","5","NA","NA","0",74,73,58023,"0.8611400512","0","0","0"
"2012","BE",580361,767.44,"2",1937,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",74,74,58036,"1","0","0","0"
"2012","BE",580362,767.44,"4",1942,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",69,69,58036,"0.9229977467","0","0","0"
"2012","BE",580461,767.44,"4",1949,"1","1","1","1","11","NA","32","NA","NA","NA","NA","NA",62,62,58046,"0.9142857143","0","0","111"
"2012","BE",580462,767.44,"4",1952,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",60,59,58046,"1","0","0","100"
"2012","BE",580741,767.44,"2",1934,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",78,77,58074,"1","0","0","100"
"2012","BE",580742,767.44,"4",1931,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,58074,"0.9571428571","2","0","0"
"2012","BE",580801,767.44,"3",1946,"1","1","4","1","NA","NA","NA","30","NA","NA","NA","NA",65,65,58080,"1","1","0","101"
"2012","BE",580802,767.44,"1",1947,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",65,64,58080,"0.7826014598","0","0","0"
"2012","BE",580871,767.44,"4",1968,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",43,43,58087,"99","0","0","0"
"2012","BE",580872,767.44,"1",1995,"1","1","1","1","11","NA","32","NA","NA","0","NA","NA",17,16,58087,"99","2","0","100"
"2012","BE",580961,767.44,"2",1952,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","0",59,59,58096,"0.8857142857","0","0","0"
"2012","BE",580962,767.44,"3",1963,"2","1","3","1","11","NA","NA","NA","NA","0","NA","NA",49,48,58096,"0.875","0","0","0"
"2012","BE",581171,767.44,"3",1967,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",44,44,58117,"0.8958550384","0","0","0"
"2012","BE",581172,767.44,"1",2001,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",10,10,58117,"0.6571428571","0","1","0"
"2012","BE",581371,767.44,"4",1931,"1","1","3","1","11","NA","NA","NA","NA","0","0","0",80,80,58137,"1","1","0","100"
"2012","BE",581372,767.44,"3",1931,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",80,80,58137,"0.625","0","0","0"
"2012","BE",581431,767.44,"1",1966,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",46,45,58143,"1","0","0","0"
"2012","BE",581432,767.44,"4",1989,"1","1","1","1","11","NA","NA","32","NA","NA","NA","NA",23,22,58143,"1","1","0","0"
"2012","BE",581501,767.44,"4",1976,"2","1","4","1","NA","NA","NA","NA","4","NA","NA","NA",36,35,58150,"0.9142857143","0","0","0"
"2012","BE",581502,767.44,"1",2003,"1","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",8,8,58150,"0.5","0","1","0"
"2012","BE",581541,767.44,"1",1977,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",35,34,58154,"0","0","0","110"
"2012","BE",581542,767.44,"2",1975,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","0",36,36,58154,"0.9238095238","2","0","0"
"2012","BE",581591,767.44,"3",1985,"2","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",27,26,58159,"1","2","0","0"
"2012","BE",581592,767.44,"4",1982,"1","1","3","1","11","NA","NA","NA","1","NA","NA","NA",30,29,58159,"1","2","0","0"
"2012","BE",581631,767.44,"1",1937,"1","1","1","1","11","NA","NA","NA","NA","0","0","NA",74,74,58163,"99","0","0","0"
"2012","BE",581632,767.44,"2",1942,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",69,69,58163,"0.5","2","0","0"
"2012","BE",581901,767.44,"1",1932,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",80,79,58190,"99","0","0","111"
"2012","BE",581902,767.44,"4",1934,"2","1","4","1","11","NA","NA","NA","NA","0","NA","NA",77,77,58190,"0.9714285714","0","0","0"
"2012","BE",581911,767.44,"3",1958,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",53,53,58191,"0.3009500427","2","0","110"
"2012","BE",581912,767.44,"3",1933,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",78,78,58191,"1","0","0","1"
"2012","BE",582171,767.44,"2",1932,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",79,79,58217,"99","2","0","111"
"2012","BE",582172,767.44,"1",1937,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",74,74,58217,"99","1","0","0"
"2012","BE",582281,767.44,"3",1940,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",71,71,58228,"0.7857142857","0","0","0"
"2012","BE",582282,767.44,"4",1943,"2","1","1","1","11","NA","NA","NA","NA","NA","0","NA",69,68,58228,"1","0","0","0"
"2012","BE",582361,767.44,"1",1971,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","0",40,40,58236,"0.8011904762","0","0","100"
"2012","BE",582362,767.44,"3",1972,"2","1","3","1","11","NA","NA","NA","NA","0","NA","NA",39,39,58236,"0.9583333333","2","0","0"
"2012","BE",582581,767.44,"4",1958,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",54,53,58258,"1","0","0","0"
"2012","BE",582582,767.44,"4",1933,"2","1","1","1","NA","NA","NA","NA","NA","0","NA","NA",78,78,58258,"0.125","0","0","1"
"2012","BE",583141,767.44,"1",1986,"1","1","2","4","11","NA","NA","NA","NA","NA","NA","NA",26,25,58314,"99","0","0","0"
"2012","BE",583142,767.44,"4",1987,"2","1","4","4","11","NA","NA","NA","0","NA","NA","NA",25,24,58314,"99","0","0","0"
"2012","BE",583221,767.44,"3",1931,"1","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",80,80,58322,"1","0","0","10"
"2012","BE",583222,767.44,"4",1931,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,58322,"0.5","2","0","0"
"2012","BE",583241,767.44,"4",1980,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",32,31,58324,"0.5","0","0","0"
"2012","BE",583242,767.44,"2",1984,"1","1","1","1","11","NA","NA","31","NA","NA","0","NA",27,27,58324,"0.5","0","0","101"
"2012","BE",583251,767.44,"1",1954,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",57,57,58325,"1","0","0","0"
"2012","BE",583252,767.44,"1",1952,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",60,59,58325,"0.8575686226","2","0","10"
"2012","BE",583481,767.44,"1",1983,"1","1","1","4","11","NA","NA","NA","NA","0","NA","NA",28,28,58348,"99","2","0","0"
"2012","BE",583482,767.44,"3",1985,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",27,26,58348,"1","0","0","0"
"2012","BE",583601,767.44,"3",1962,"1","1","1","1","11","NA","NA","NA","NA","0","NA","0",49,49,58360,"1","2","0","1"
"2012","BE",583602,767.44,"3",1964,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",47,47,58360,"1","0","0","0"
"2012","BE",583651,767.44,"1",1955,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",56,56,58365,"99","0","0","0"
"2012","BE",583652,767.44,"2",1954,"2","1","1","1","11","NA","NA","NA","5","NA","NA","NA",57,57,58365,"0","2","0","0"
"2012","BE",584191,767.44,"4",1931,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",80,80,58419,"0.7642857143","0","0","0"
"2012","BE",584192,767.44,"1",1932,"2","1","4","4","NA","NA","NA","NA","NA","0","NA","12",80,79,58419,"0.8833333333","0","0","0"
"2012","BE",584431,767.44,"3",1965,"1","1","3","1","11","NA","26","NA","4","NA","NA","NA",46,46,58443,"0.8935233419","2","0","0"
"2012","BE",584432,767.44,"4",1960,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",52,51,58443,"99","0","0","0"
"2012","BE",585101,767.44,"2",1971,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",40,40,58510,"1","0","0","101"
"2012","BE",585102,767.44,"1",1999,"1","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",12,12,58510,"1","2","0","101"
"2012","BE",585261,767.44,"2",1958,"2","1","4","1","11","NA","NA","NA","14","NA","NA","NA",54,53,58526,"0.0254894454","0","0","111"
"2012","BE",585262,767.44,"3",1959,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",52,52,58526,"1","0","0","0"
"2012","BE",585501,767.44,"1",1964,"2","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",47,47,58550,"0.7571428571","2","0","0"
"2012","BE",585502,767.44,"1",1996,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",16,15,58550,"0.8333333333","0","0","0"
"2012","BE",586251,767.44,"1",1931,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","10",80,80,58625,"99","2","0","0"
"2012","BE",586252,767.44,"2",1932,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",79,79,58625,"1","0","0","100"
"2012","BE",586501,767.44,"3",1946,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",66,65,58650,"0","0","0","1"
"2012","BE",586502,767.44,"2",1946,"2","1","4","1","11","NA","NA","NA","NA","0","NA","NA",65,65,58650,"0","0","0","0"
"2012","BE",587471,767.44,"1",1985,"2","1","1","1","11","NA","NA","32","NA","NA","0","NA",26,26,58747,"0.219047619","1","0","0"
"2012","BE",587472,767.44,"2",1982,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",30,29,58747,"1","1","1","0"
"2012","BE",587481,767.44,"3",1945,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",66,66,58748,"0.9285714286","0","0","0"
"2012","BE",587482,767.44,"3",1991,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",21,20,58748,"0.9678571429","0","0","0"
"2012","BE",587551,767.44,"4",1946,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",65,65,58755,"0.9285714286","0","0","0"
"2012","BE",587552,767.44,"3",1947,"2","1","3","1","11","NA","NA","NA","NA","0","NA","NA",64,64,58755,"99","0","0","0"
"2012","BE",587871,767.44,"2",1946,"1","1","4","4","11","NA","NA","31","NA","NA","0","0",66,65,58787,"99","0","0","111"
"2012","BE",587872,767.44,"2",1947,"2","1","3","1","14","NA","NA","NA","NA","NA","NA","NA",65,64,58787,"0.4285714286","1","0","0"
"2012","BE",587911,767.44,"1",1960,"1","1","1","1","11","NA","NA","NA","NA","NA","0","NA",51,51,58791,"0.625","2","0","0"
"2012","BE",587912,767.44,"1",1988,"1","1","3","1","11","NA","NA","NA","NA","0","NA","NA",24,23,58791,"99","2","0","0"
"2012","BE",587991,767.44,"1",1946,"1","1","1","4","NA","NA","NA","NA","4","NA","NA","NA",65,65,58799,"0.9428571429","2","0","0"
"2012","BE",587992,767.44,"2",1948,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",63,63,58799,"99","1","0","0"
"2012","BE",588351,767.44,"3",1937,"1","1","1","1","11","NA","NA","NA","0","NA","NA","NA",74,74,58835,"0.5","2","1","11"
"2012","BE",588352,767.44,"2",1938,"2","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA",73,73,58835,"1","1","0","0"
"2012","BE",588411,767.44,"4",1947,"2","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",64,64,58841,"0.625","0","1","0"
"2012","BE",588412,767.44,"3",1990,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",22,21,58841,"0.9571428571","0","0","0"
"2012","BE",588571,767.44,"2",1988,"2","1","1","1","11","NA","NA","NA","0","NA","NA","NA",23,23,58857,"0.9285714286","0","0","0"
"2012","BE",588572,767.44,"1",2010,"2","1","4","1","11","NA","NA","NA","6","NA","NA","NA",2,1,58857,"1","1","0","0"
"2012","BE",588601,767.44,"4",1945,"1","1","3","4","NA","NA","NA","NA","NA","NA","NA","0",66,66,58860,"0.0833333333","0","0","1"
"2012","BE",588602,767.44,"4",1947,"2","1","1","4","NA","NA","NA","NA","NA","NA","0","0",64,64,58860,"0","0","1","0"
"2012","BE",588721,767.44,"4",1958,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",53,53,58872,"1","0","0","0"
"2012","BE",588722,767.44,"3",1958,"2","1","4","1","NA","NA","NA","NA","NA","0","NA","0",54,53,58872,"0.5","2","1","0"
"2012","BE",588831,767.44,"4",1950,"1","1","4","1","11","NA","NA","NA","6","NA","NA","NA",62,61,58883,"1","2","0","1"
"2012","BE",588832,767.44,"3",1950,"2","1","4","1","NA","NA","NA","32","NA","18","NA","NA",61,61,58883,"1","0","0","0"
"2012","BE",588861,767.44,"2",1955,"1","1","1","1","11","NA","36","NA","NA","NA","0","NA",57,56,58886,"0","0","0","0"
"2012","BE",588862,767.44,"1",1957,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",55,54,58886,"1","0","0","0"
"2012","BE",588931,767.44,"2",1980,"2","1","2","1","NA","NA","NA","NA","NA","NA","NA","NA",32,31,58893,"99","0","0","0"
"2012","BE",588932,767.44,"2",1984,"1","1","1","4","11","NA","NA","28","NA","NA","0","NA",27,27,58893,"0.9821428571","0","0","0"
"2012","BE",589441,767.44,"2",1935,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",76,76,58944,"0.7357142857","0","1","111"
"2012","BE",589442,767.44,"4",1938,"2","1","3","1","11","NA","NA","NA","NA","0","NA","NA",73,73,58944,"99","0","0","0"
"2012","BE",589451,767.44,"3",1938,"1","1","1","1","NA","NA","NA","NA","0","NA","NA","NA",74,73,58945,"1","0","0","101"
"2012","BE",589452,767.44,"4",1939,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","0",72,72,58945,"1","2","0","0"
"2012","BE",589591,767.44,"3",1980,"1","1","4","1","11","NA","NA","36","NA","NA","NA","NA",32,31,58959,"0.5","0","0","0"
"2012","BE",589592,767.44,"1",1968,"2","1","2","1","11","NA","NA","NA","NA","0","NA","2",44,43,58959,"0.5","1","0","0"
"2012","BE",589651,767.44,"3",1962,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",49,49,58965,"0.4523809524","2","0","0"
"2012","BE",589652,767.44,"3",1952,"1","1","1","1","11","NA","NA","NA","0","NA","NA","NA",59,59,58965,"0.5","0","0","0"
