"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","BE",56393,"2","2013","13",60342,51070,0,0,,,,,,,,0,0,0,0,0,,5074,,0,0,0,,9272,,"NA","3","3","1","1","1","1","1","1","1","1","5","8000","3","3","2","2","2","2","1","1","6","1","1","NA","NA","345.67","NA","1","1","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56396,"3","2013","22",12822,-2323,0,0,,,,,,,,0,0,0,0,0,,149,,0,0,0,,15145,,"3","3","3","1","1","1","1","1","1","1","1","5","3500","3","3","2","2","2","1","2","1","5","2","1","278","NA","507.97","NA","1","1","2","NA","NA","2","1","1","1","1","NA","NA","NA","1","1","NA",,"1",1,,,,,
"2013","BE",56415,"3","2013","13",27969,24066,4329,4329,,,,,,,,4329,0,0,0,0,,3061,,0,0,0,,3903,,"3","3","NA","1","2","1","1","1","2","1","1","4","2000","1","NA","2","1","2","2","2","1","5","2","1","NA","NA","461.04","NA","1","1","3","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",56425,"3","2013","11",16689,13698,0,0,,,,,,,,0,0,0,0,0,,57,,0,0,0,,2991,,"3","1","3","1","1","2","1","1","3","1","3","4","2500","2","NA","2","1","2","1","1","1","3","2","1","490","NA","420.49","801","1","1","1","NA","NA","NA","NA","NA","1","1","NA","NA","1","NA","NA","NA",,"1",1,,,,,
"2013","BE",56441,"3","2013","57",2751,2167,0,0,,,,,,,,0,0,0,0,0,,2751,,0,0,0,,585,,"3","2","3","1","1","1","1","1","1","1","1","4","1400","3","NA","2","2","2","2","2","2","6","2","1","410","NA","546.52","0","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56472,"3","2013","33",20428,17238,0,0,,,,,,,,0,0,0,0,0,,143,,0,0,0,,3190,,"3","3","NA","1","1","1","1","1","1","1","1","6","2700","3","NA","1","2","2","1","3","3","5","2","1","NA","NA","608.42","NA","1","1","1","NA","1","1","NA","NA","NA","NA","1","NA","1","NA","NA","NA",,"1",1,,,,,
"2013","BE",56476,"2","2013","28",13914,10614,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3301,,"3","3","NA","1","1","1","1","1","3","1","3","3","1900","3","1","2","2","2","2","3","2","6","2","1","546","NA","447.63","1015","1","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56480,"3","2013","28",52469,50653,0,0,,,,,,,,0,0,0,0,0,,1938,,0,0,0,,1816,,"3","3","NA","1","1","1","1","1","1","1","1","6","2000","2","NA","2","2","2","2","2","2","5","2","1","NA","NA","458","939","1","1","1","1","1","1","NA","1","NA","1","1","NA","NA","1","1","NA",,"1",1,,,,,
"2013","BE",56481,"2","2013","33",28145,27588,0,0,,,,,,,,0,0,0,0,0,,365,,0,0,0,,558,,"NA","3","NA","1","1","1","1","1","1","1","3","5","2000","2","NA","2","2","2","2","2","2","5","2","1","NA","NA","181.17","NA","1","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","1",,"1",1,,,,,
"2013","BE",56493,"2","2013","17",53281,43208,0,0,,,,,,,,0,0,0,0,0,,88,,0,0,0,,10073,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2500","2","2","2","2","2","2","1","2","6","2","1","NA","NA","622.67","NA","1","1","2","1","1","1","1","1","NA","1","2","NA","3","NA","NA","NA",,"1",1,,,,,
"2013","BE",56525,"4","2013","20",20407,20387,0,0,,,,,,,,0,0,0,0,0,,646,,0,0,0,,19,,"3","3","NA","2","1","1","1","1","1","1","2","5","3500","3","NA","2","2","2","2","2","2","6","2","1","NA","NA","879","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","2",,"1",1,,,,,
"2013","BE",56552,"2","2013","33",46917,39496,0,0,,,,,,,,0,0,0,0,0,,120,,0,0,0,,7420,,"3","3","NA","1","1","1","1","1","3","1","1","5","3200","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1106","NA","1","1","1","NA","NA","1","1","NA","1","NA","1","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56553,"2","2013","30",17061,15635,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,283,,1143,,"3","3","NA","2","1","1","1","1","1","1","1","4","2000","3","1","1","2","2","2","2","1","6","2","1","NA","NA","386.42","580","1","1","1","NA","NA","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56639,"2","2013","7",12985,12743,0,0,,,,,,,,0,0,0,0,3692,,0,,0,0,0,,242,,"NA","3","NA","1","1","2","1","1","2","3","1","2","NA","1","NA","2","2","2","2","2","2","6","2","1","NA","NA","259.5","NA","1","1","1","NA","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56650,"3","2013","28",15098,15415,0,0,,,,,,,,0,0,0,0,0,,135,,0,0,0,,-317,,"NA","2","3","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","1","2","1","2","6","2","1","NA","NA","353.25","NA","1","1","1","2","NA","1","1","1","NA","1","NA","NA","NA","NA","2","2",,"1",1,,,,,
"2013","BE",56664,"3","2013","14",33874,29777,0,0,,,,,,,,0,0,0,0,0,,60,,0,0,0,,4097,,"NA","3","NA","1","1","1","1","1","1","1","1","4","NA","3","3","1","2","2","2","1","1","6","2","1","NA","NA","621.25","NA","1","1","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56689,"2","2013","22",66773,62268,0,0,,,,,,,,0,0,0,0,0,,3520,,0,0,0,,4505,,"3","1","NA","1","1","1","1","1","3","1","1","5","3500","2","1","2","2","2","1","2","1","6","1","1","NA","NA","486.16","500","1","1","1","NA","NA","NA","1","1","1","1","NA","1","NA","1","NA","1",,"1",1,,,,,
"2013","BE",56699,"2","2013","17",19811,19688,0,0,,,,,,,,0,0,0,0,0,,48,,0,0,0,,122,,"3","3","NA","2","2","1","1","1","1","1","1","4","1300","3","NA","1","2","2","2","3","5","6","2","1","289","NA","1014.13","NA","1","1","1","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",56701,"2","2013","13",18176,14747,0,0,,,,,,,,0,0,0,0,0,,255,,0,0,0,,3429,,"3","3","3","1","1","2","1","1","1","1","1","5","3500","3","NA","2","1","2","1","2","1","4","1","1","925","NA","376.75","NA","1","1","1","NA","NA","1","2","1","1","NA","1","NA","NA","1","NA","2",,"1",1,,,,,
"2013","BE",56703,"2","2013","56",0,-3881,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3881,,"3","NA","NA","1","1","1","1","1","1","1","2","3","5000","2","NA","2","2","2","2","4","2","4","2","1","NA","NA","834.07","NA","1","1","3","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56704,"2","2013","24",4777,3943,0,0,,,,,,,,0,0,0,0,0,,917,,0,0,0,,834,,"3","3","NA","1","1","1","1","3","1","1","2","3","2500","2","1","2","1","2","2","4","2","6","2","2","330","NA","452.33","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","1",,"1",1,,,,,
"2013","BE",56713,"2","2013","17",20385,8221,0,0,,,,,,,,0,0,0,0,0,,215,,0,0,0,,12164,,"NA","3","NA","1","1","1","1","1","1","1","1","5","4000","2","NA","2","2","2","2","1","5","6","1","1","773","NA","345.67","NA","1","1","3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56724,"2","2013","13",16213,864,0,0,,,,,,,,0,0,0,0,2242,,115,,0,0,0,,15349,,"3","3","NA","2","1","1","1","1","1","1","1","6","1000","2","NA","2","2","2","1","2","3","6","2","2","NA","NA","460","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",56761,"2","2013","19",13286,13160,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,127,,"3","3","3","1","1","2","1","1","1","1","3","1","NA","1","NA","2","2","2","2","3","1","5","1","1","665","NA","490","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56763,"2","2013","28",0,-1164,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1164,,"3","3","NA","1","1","1","1","1","1","1","1","4","3000","3","NA","1","2","1","2","1","4","6","2","1","350","NA","440.25","NA","1","1","3","1","NA","NA","1","3","1","NA","NA","NA","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",56764,"2","2013","12",36682,33772,0,0,,,,,,,,0,0,0,0,0,,4488,,0,0,0,,2910,,"3","3","NA","1","2","1","1","1","1","1","3","5","1500","3","NA","1","1","2","2","1","3","5","2","1","NA","NA","1051.52","NA","1","1","1","NA","1","1","1","NA","NA","NA","1","NA","1","1","NA","1",,"1",1,,,,,
"2013","BE",56765,"2","2013","28",21814,16022,0,0,,,,,,,,0,0,0,0,0,,229,,0,0,0,,5792,,"NA","3","3","1","1","1","1","1","2","1","1","3","2000","2","NA","2","2","2","1","1","2","5","1","1","664","NA","294.17","NA","1","1","1","NA","NA","NA","NA","NA","1","1","NA","1","2","1","NA","1",,"1",1,,,,,
"2013","BE",56778,"3","2013","14",37672,31846,0,0,,,,,,,,0,0,0,0,0,,29,,0,0,0,,5826,,"NA","3","NA","1","1","1","1","1","1","1","1","6","3500","3","NA","2","2","1","2","2","2","6","2","1","NA","NA","942.58","NA","1","1","1","1","1","NA","NA","NA","NA","NA","1","NA","1","1","NA","1",,"1",1,,,,,
"2013","BE",56780,"2","2013","12",46,-3547,0,0,,,,,,,,0,0,0,0,0,,46,,0,0,0,,3593,,"1","3","NA","1","1","1","1","1","3","1","1","4","1800","3","NA","2","2","2","1","4","1","5","2","1","NA","NA","329.03","NA","1","1","3","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","2",,"1",1,,,,,
"2013","BE",56791,"2","2013","20",32200,27620,0,0,,,,,,,,0,0,0,0,0,,62,,0,0,0,,4580,,"NA","3","3","2","1","1","1","1","1","1","1","4","3000","3","NA","1","2","1","2","1","3","6","1","1","NA","NA","798","NA","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",56839,"2","2013","36",18830,16998,0,0,,,,,,,,0,0,0,0,0,,166,,0,0,127,,1704,,"3","3","NA","1","1","1","1","1","1","1","1","3","1000","3","NA","2","2","2","2","1","4","4","2","1","350","NA","2117.93","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56843,"2","2013","54",0,-111,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,111,,"NA","3","NA","1","1","1","1","1","1","1","2","1","1500","3","NA","2","1","2","2","2","2","6","1","1","698","NA","340.13","NA","1","1","2","1","NA","NA","2","1","NA","NA","1","NA","NA","NA","NA","3",,"1",1,,,,,
"2013","BE",56855,"2","2013","14",46760,42260,9228,9228,,,,,,,,9228,0,0,0,0,,6525,,0,0,477,,4023,,"NA","3","3","1","1","1","1","1","1","1","1","6","2500","1","3","1","1","2","2","1","1","6","2","1","NA","NA","919.9","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA",,"1",1,,,,,
"2013","BE",56864,"2","2013","20",114,-1060,0,0,,,,,,,,0,0,0,0,0,,114,,0,0,0,,1174,,"3","3","NA","1","1","2","1","1","1","1","1","4","1000","3","3","2","2","2","2","1","3","5","2","1","NA","NA","635","NA","1","1","2","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56867,"3","2013","26",3376,3357,0,0,,,,,,,,0,0,0,0,0,,3376,,0,0,2,,17,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2000","3","NA","2","2","2","2","2","3","6","2","1","NA","NA","805.2","NA","1","1","3","NA","NA","1","1","NA","1","NA","NA","NA","1","NA","2","1",,"1",1,,,,,
"2013","BE",56874,"2","2013","23",55057,53099,0,0,,,,,,,,0,0,0,0,0,,571,,0,0,0,,1958,,"3","3","NA","1","1","1","1","1","3","1","1","6","4000","2","1","2","2","2","2","1","1","6","2","1","NA","NA","696.68","167","1","1","1","1","1","1","1","1","1","1","NA","1","NA","NA","1","NA",,"1",1,,,,,
"2013","BE",56890,"2","2013","29",17236,17305,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,101,,-170,,"1","3","NA","2","1","2","1","1","3","1","1","4","NA","1","1","2","2","2","2","1","4","5","2","1","NA","NA","341.39","500","1","1","2","NA","NA","NA","NA","NA","NA","1","NA","NA","1","1","NA","NA",,"1",1,,,,,
"2013","BE",56904,"2","2013","7",42331,33198,0,0,,,,,,,,0,0,0,0,0,,146,,0,0,0,,9133,,"3","3","NA","1","1","2","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","3","6","2","1","NA","NA","470.33","NA","1","1","1","1","NA","1","1","NA","NA","1","NA","2","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",56914,"2","2013","35",24282,17783,1630,1630,,,,,,,,1630,0,0,0,0,,638,,0,0,0,,6499,,"3","3","NA","1","1","2","1","1","1","1","1","6","1100","2","2","2","2","2","2","4","2","4","1","1","NA","NA","422.48","NA","1","1","3","NA","1","1","NA","NA","NA","1","NA","NA","NA","NA","1","1",,"1",1,,,,,
"2013","BE",56927,"2","2013","22",31501,13426,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,18076,,"3","3","3","1","1","1","1","1","1","1","1","6","2500","2","NA","2","2","2","1","1","2","6","2","1","NA","NA","181.17","NA","1","1","1","1","NA","NA","1","1","1","NA","1","NA","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",56932,"2","2013","8",52050,36957,0,0,,,,,,,,0,0,0,0,0,,142,,0,0,0,,15092,,"3","3","3","1","1","2","1","1","1","1","3","4","3500","1","NA","2","2","1","2","2","2","4","2","1","NA","NA","2273.36","NA","1","1","1","1","NA","1","NA","1","NA","NA","NA","1","NA","1","NA","NA",,"1",1,,,,,
"2013","BE",56934,"2","2013","14",17222,13059,0,0,,,,,,,,0,0,0,0,0,,127,,0,0,0,,4163,,"3","3","3","2","2","1","1","1","1","1","3","3","5000","1","NA","2","1","2","2","3","1","5","2","1","NA","NA","435.5","313","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA",,"1",1,,,,,
"2013","BE",56958,"4","2013","29",15467,11905,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3562,,"NA","3","3","1","1","1","1","1","3","3","1","3","3300","1","NA","2","2","1","1","2","2","4","2","2","227.7","NA","461.04","805.66","1","1","1","NA","NA","1","1","1","1","NA","NA","NA","NA","NA","1","3",,"1",1,,,,,
"2013","BE",56964,"2","2013","34",25738,13711,0,0,,,,,,,,0,0,0,0,0,,101,,0,0,0,,12027,,"3","3","3","2","1","1","1","1","1","1","1","5","3000","1","NA","2","2","2","2","1","3","4","2","1","NA","NA","297.67","680","1","1","2","NA","1","1","1","1","1","1","NA","1","NA","1","1","1",,"1",1,,,,,
"2013","BE",56977,"3","2013","16",19804,15328,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4476,,"3","3","NA","1","1","1","1","1","1","1","2","4","2000","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","688","NA","1","1","1","NA","1","NA","NA","1","NA","NA","NA","1","1","NA","NA","NA",,"1",1,,,,,
"2013","BE",56987,"3","2013","24",26880,11345,0,0,,,,,,,,0,0,0,0,0,,139,,0,0,2052,,13483,,"NA","3","NA","1","1","1","1","1","1","1","1","6","4000","1","NA","2","2","2","1","3","1","6","1","1","NA","NA","878","NA","1","1","2","1","NA","1","NA","NA","1","NA","NA","1","NA","1","NA","NA",,"1",1,,,,,
"2013","BE",57006,"2","2013","18",35142,23947,0,0,,,,,,,,0,0,0,0,0,,2265,,0,0,0,,11195,,"3","3","3","1","1","1","1","1","1","3","1","6","3500","2","NA","2","2","2","1","1","2","6","2","1","NA","NA","462.83","248","1","1","3","1","NA","NA","NA","NA","1","1","NA","NA","NA","1","NA","1",,"1",1,,,,,
"2013","BE",57021,"2","2013","39",25347,23005,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,240,,2103,,"3","3","3","1","1","1","1","1","3","1","1","4","3000","2","NA","2","2","2","2","4","3","6","2","1","NA","NA","723.78","2800","1","1","1","1","1","NA","NA","1","1","1","NA","1","1","1","1","1",,"1",1,,,,,
"2013","BE",57034,"4","2013","23",1688,-1825,0,0,,,,,,,,0,0,0,0,0,,1688,,0,0,0,,3513,,"3","3","NA","2","1","1","1","1","1","1","1","3","4000","1","NA","2","1","2","1","NA","1","5","2","1","NA","NA","617","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",57052,"2","2013","11",20253,11723,0,0,,,,,,,,0,0,0,0,0,,1014,,0,0,0,,8530,,"3","3","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","2","1","2","2","1","6","2","1","NA","NA","376.75","NA","1","1","2","1","NA","1","NA","1","NA","NA","NA","2","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",57054,"3","2013","20",45,-2143,0,0,,,,,,,,0,0,0,0,0,,45,,0,0,0,,2188,,"3","3","NA","2","1","1","1","1","1","1","1","3","2800","3","NA","2","2","2","2","2","1","6","2","1","NA","NA","510.64","NA","1","1","1","NA","NA","NA","1","3","NA","NA","NA","1","NA","NA","1","NA",,"1",1,,,,,
"2013","BE",57062,"2","2013","13",20063,16619,0,0,,,,,,,,0,0,0,0,0,,142,,0,0,0,,3444,,"NA","3","NA","1","1","1","1","1","1","1","1","5","2000","2","NA","2","2","2","1","1","2","5","2","1","NA","NA","459","NA","1","1","1","2","1","1","1","NA","NA","1","NA","NA","NA","NA","1","NA",,"1",1,,,,,
"2013","BE",57070,"2","2013","34",35134,22273,0,0,,,,,,,,0,0,0,0,0,,1181,,0,0,620,,12241,,"3","NA","3","1","1","1","1","1","3","1","1","5","1500","3","NA","2","2","2","2","2","5","6","1","1","NA","NA","714.17","NA","1","1","1","2","NA","1","1","NA","NA","1","1","NA","NA","NA","1","1",,"1",1,,,,,
"2013","BE",57084,"2","2013","12",14639,12661,0,0,,,,,,,,0,0,0,0,0,,719,,0,0,0,,1978,,"3","3","NA","1","2","2","1","1","3","1","2","1","1500","1","NA","2","2","2","2","4","2","6","2","1","154","NA","538.46","NA","1","1","2","2","1","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA",,"1",1,,,,,
"2013","BE",57088,"2","2013","16",32718,17097,0,0,,,,,,,,0,0,0,0,0,,926,,0,0,0,,15621,,"NA","2","NA","1","1","1","1","1","1","1","1","2","2300","3","NA","2","2","2","2","1","4","5","2","1","NA","NA","436.64","NA","1","1","1","1","1","1","2","NA","NA","NA","NA","NA","1","NA","NA","1",,"1",1,,,,,
"2013","BE",57092,"2","2013","1",26004,25767,0,0,,,,,,,,0,0,0,0,0,,110,,0,0,37,,201,,"3","1","3","1","1","1","1","1","1","1","1","5","1200","3","NA","2","2","2","2","NA","4","5","1","1","NA","NA","723.78","NA","1","1","1","NA","NA","NA","NA","1","1","1","NA","NA","NA","1","NA","NA",,"1",1,,,,,
"2013","BE",57102,"2","2013","15",0,-152,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,16,,136,,"NA","3","3","2","1","1","1","1","1","1","2","4","NA","3","NA","2","2","1","2","2","4","5","2","1","NA","NA","504.5","NA","1","1","2","1","NA","NA","NA","1","NA","1","NA","NA","1","NA","NA","NA",,"1",1,,,,,
"2013","BE",57116,"3","2013","31",48825,41197,0,0,,,,,,,,0,0,0,0,0,,258,,0,0,0,,7628,,"3","3","NA","1","1","1","1","1","1","1","3","4","1500","3","NA","2","2","2","2","3","4","6","1","1","NA","NA","181.17","425","1","1","1","1","1","NA","1","NA","NA","1","NA","1","NA","NA","1","NA",,"1",1,,,,,
"2013","BE",57117,"2","2013","43",1775,363,1479,1479,,,,,,,,1479,0,0,0,0,,296,,0,0,0,,1412,,"3","2","3","2","1","1","1","1","3","1","1","6","2600","2","NA","2","2","2","2","2","2","6","2","1","480","NA","858","NA","1","1","2","NA","NA","NA","NA","1","1","NA","3","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",57118,"2","2013","10",39278,38760,0,0,,,,,,,,0,0,0,0,0,,141,,0,0,0,,517,,"3","3","NA","2","1","2","1","1","2","1","1","5","2500","3","2","2","1","2","2","2","1","6","2","1","NA","NA","245.5","NA","1","1","1","1","1","NA","1","NA","NA","1","NA","NA","NA","1","NA","1",,"1",1,,,,,
"2013","BE",57145,"3","2013","32",52466,51757,0,0,,,,,,,,0,0,0,0,0,,55,,0,0,0,,708,,"3","3","3","1","1","2","1","1","1","3","3","4","2830","3","NA","2","2","2","2","1","1","5","1","1","NA","NA","265.17","973","1","1","1","NA","1","NA","1","NA","NA","NA","NA","1","1","NA","NA","NA",,"1",1,,,,,
"2013","BE",57194,"2","2013","15",33350,31768,0,0,,,,,,,,0,0,0,0,12971,,0,,0,0,0,,1582,,"3","3","3","1","1","1","1","1","1","1","1","3","1500","3","2","2","2","2","2","1","2","5","1","1","NA","NA","390.62","NA","1","1","1","1","1","1","1","NA","NA","1","1","1","1","NA","1","NA",,"1",1,,,,,
"2013","BE",57223,"2","2013","28",26403,23475,0,0,,,,,,,,0,0,0,0,0,,120,,0,0,0,,2928,,"3","3","NA","1","1","1","1","1","1","1","1","4","1200","3","3","2","2","2","2","2","2","6","2","1","NA","NA","1553.6","NA","1","1","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA",,"1",1,,,,,
"2013","BE",57236,"2","2013","28",17873,16898,0,0,,,,,,,,0,0,0,0,0,,1877,,0,0,0,,975,,"3","3","3","2","1","1","1","1","1","1","1","4","1200","3","1","2","2","1","2","1","2","6","1","1","NA","NA","519.33","NA","1","1","1","1","NA","1","NA","NA","NA","1","1","NA","1","NA","NA","NA",,"1",1,,,,,
"2013","BE",57251,"2","2013","21",23572,30822,0,0,,,,,,,,0,0,0,0,0,,83,,0,0,0,,-7249,,"NA","3","3","1","1","1","1","1","3","3","1","4","3000","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","314.94","NA","1","1","1","1","NA","1","NA","1","NA","NA","1","NA","1","NA","1","NA",,"1",1,,,,,
"2013","BE",57264,"2","2013","14",35595,53148,799,799,,,,,,,,799,0,0,0,0,,33,,0,0,0,,-17553,,"NA","3","3","1","1","1","1","1","1","1","1","5","3000","3","NA","2","2","2","2","2","1","2","2","1","NA","NA","887.17","NA","1","1","1","NA","NA","1","NA","1","1","NA","NA","NA","NA","1","NA","NA",,"1",1,,,,,
"2013","BE",57267,"2","2013","16",16220,8364,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7855,,"3","3","3","1","1","2","1","1","1","1","1","6","4000","1","NA","2","2","2","2","2","1","6","2","1","530","NA","734.42","623","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA",,"1",1,,,,,
"2013","BE",57288,"2","2013","16",20371,17585,0,0,,,,,,,,0,0,0,0,0,,155,,0,0,0,,2786,,"3","3","NA","1","1","1","1","1","1","1","1","6","1500","1","NA","2","2","2","2","4","2","6","2","1","NA","NA","361.25","NA","1","1","1","NA","3","1","NA","1","NA","NA","1","1","NA","NA","1","NA",,"1",1,,,,,
"2013","BE",57300,"4","2013","8",54320,31342,0,0,,,,,,,,0,0,0,0,0,,874,,0,0,3537,,19441,,"NA","3","NA","1","1","1","1","1","1","1","1","2","4000","3","3","2","2","2","2","4","1","6","2","1","NA","NA","659.29","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA","1","1","NA",,"1",1,,,,,
"2013","BE",57309,"2","2013","24",3192,3247,0,0,,,,,,,,0,505,0,0,574,,78,,0,0,0,,-55,,"3","3","NA","1","1","1","1","1","1","1","1","4","2000","2","NA","2","2","2","2","1","1","5","2","1","925","NA","1005","NA","1","1","1","NA","1","3","NA","NA","3","1","1","1","1","NA","NA","2",,"1",1,,,,,
"2013","BE",57313,"3","2013","31",17403,16121,0,0,,,,,,,,0,0,0,0,0,,66,,0,0,0,,1282,,"3","3","NA","1","1","2","1","1","1","1","1","4","1000","2","NA","2","2","2","2","3","3","5","1","1","NA","NA","237.9","NA","1","1","1","1","NA","NA","NA","NA","NA","NA","3","NA","2","NA","NA","NA",,"1",1,,,,,
"2013","BE",57336,"2","2013","12",29524,27952,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1573,,"3","3","NA","2","1","2","1","1","1","1","2","1","4000","2","NA","2","1","2","2","2","4","5","2","1","NA","NA","228.92","363","1","1","1","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","BE",57340,"3","2013","7",17489,14075,0,0,,,,,,,,0,0,0,0,0,,214,,0,0,349,,3065,,"3","3","NA","2","1","1","1","1","1","1","2","6","3000","3","NA","2","1","2","2","1","2","5","2","1","700","NA","878","NA","1","1","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2",,"1",1,,,,,
"2013","BE",57359,"2","2013","38",34484,40508,0,0,,,,,,,,0,0,0,0,0,,98,,0,0,0,,-6024,,"3","3","NA","1","1","1","1","1","1","1","1","6","2850","3","NA","2","1","2","2","2","1","6","2","1","NA","NA","458.91","NA","1","1","3","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",57361,"4","2013","6",12469,9918,0,0,,,,,,,,0,0,0,0,0,,1148,,0,0,0,,2551,,"NA","3","NA","2","1","1","1","1","3","1","1","4","1750","1","NA","2","2","2","2","1","1","6","2","1","360","NA","640","NA","1","1","1","NA","NA","NA","NA","1","NA","NA","1","NA","1","NA","1","NA",,"1",1,,,,,
"2013","BE",57366,"3","2013","22",60636,51947,0,0,,,,,,,,0,0,0,0,0,,350,,0,0,0,,8690,,"NA","3","NA","1","1","1","1","1","1","1","3","5","2500","3","2","2","1","1","2","2","2","6","2","1","NA","NA","458","NA","1","1","1","1","1","NA","NA","NA","1","NA","1","1","NA","NA","NA","1",,"1",1,,,,,
"2013","BE",57406,"2","2013","13",28460,28461,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-1,,"3","3","NA","2","1","1","1","1","1","1","1","4","6000","3","NA","2","2","2","2","2","1","6","2","1","NA","NA","783.88","167","1","1","1","NA","1","1","NA","NA","NA","1","1","NA","1","1","1","1",,"1",1,,,,,
