"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","BE",617742,740.170278637771,"4",1958,"2","1","3","1","NA","2","36","NA","NA","NA","NA","NA",55,54,61774,"0","0","0","0"
"2013","BE",617743,740.170278637771,"2",1988,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",24,24,61774,"0.9283521595","0","0","0"
"2013","BE",617861,740.170278637771,"1",1945,"1","1","4","1","NA","2","NA","NA","0","NA","NA","NA",68,67,61786,"0","2","0","0"
"2013","BE",617862,740.170278637771,"1",1948,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",64,64,61786,"0.9571428571","0","0","100"
"2013","BE",617863,740.170278637771,"3",1932,"2","1","1","4","11","2","NA","NA","NA","0","NA","NA",80,80,61786,"1","0","0","0"
"2013","BE",617981,740.170278637771,"2",1979,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",33,33,61798,"0","2","0","0"
"2013","BE",617982,740.170278637771,"1",1999,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",13,13,61798,"1","0","0","0"
"2013","BE",617983,740.170278637771,"3",2004,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",8,8,61798,"0.5678571429","2","0","100"
"2013","BE",618431,740.170278637771,"1",1955,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",58,57,61843,"1","0","0","0"
"2013","BE",618432,740.170278637771,"2",1959,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",53,53,61843,"0","2","0","0"
"2013","BE",618433,740.170278637771,"4",1985,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",27,27,61843,"0.7083333333","1","0","0"
"2013","BE",618571,740.170278637771,"3",1955,"1","1","3","1","11","2","NA","NA","NA","0","NA","0",57,57,61857,"1","0","0","0"
"2013","BE",618572,740.170278637771,"3",1957,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",55,55,61857,"1","2","0","0"
"2013","BE",618573,740.170278637771,"4",1992,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",20,20,61857,"0.5","0","0","0"
"2013","BE",618631,740.170278637771,"2",1949,"1","1","4","4","NA","2","NA","NA","NA","0","NA","NA",63,63,61863,"0.6666666667","0","0","0"
"2013","BE",618632,740.170278637771,"3",1951,"2","1","3","1","11","2","NA","NA","NA","NA","0","NA",61,61,61863,"1","1","0","0"
"2013","BE",618633,740.170278637771,"1",1932,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",80,80,61863,"1","2","0","0"
"2013","BE",618801,740.170278637771,"4",1966,"1","1","4","1","11","2","NA","NA","NA","0","NA","NA",46,46,61880,"1","0","0","11"
"2013","BE",618802,740.170278637771,"2",1967,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",46,45,61880,"0.3154761905","0","0","1"
"2013","BE",618803,740.170278637771,"1",1991,"1","1","3","4","11","2","NA","NA","NA","NA","NA","NA",22,21,61880,"1","0","0","0"
"2013","BE",618831,740.170278637771,"4",1960,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",53,52,61883,"1","2","0","111"
"2013","BE",618832,740.170278637771,"3",1958,"2","1","2","1","11","5","NA","NA","NA","NA","NA","NA",54,54,61883,"0","1","0","0"
"2013","BE",618833,740.170278637771,"4",1988,"1","1","1","4","NA","2","NA","NA","NA","NA","NA","NA",25,24,61883,"0.5714285714","0","0","0"
"2013","BE",618961,740.170278637771,"3",1957,"1","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",56,55,61896,"0.8571428571","0","0","100"
"2013","BE",618962,740.170278637771,"3",1965,"2","1","1","4","11","2","NA","NA","NA","NA","NA","10",48,47,61896,"0.5","0","0","0"
"2013","BE",618963,740.170278637771,"2",1996,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",17,16,61896,"1","2","0","101"
"2013","BE",619111,740.170278637771,"3",1945,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",68,67,61911,"1","0","0","0"
"2013","BE",619112,740.170278637771,"2",1948,"2","1","1","1","11","5","30","NA","NA","NA","NA","NA",64,64,61911,"99","0","0","0"
"2013","BE",619113,740.170278637771,"2",1932,"2","1","4","4","11","2","NA","NA","4","NA","NA","NA",80,80,61911,"0","0","0","101"
"2013","BE",619171,740.170278637771,"4",1982,"1","1","4","1","11","2","NA","NA","4","NA","NA","NA",30,30,61917,"1","0","0","111"
"2013","BE",619172,740.170278637771,"1",1981,"2","1","4","1","11","2","32","NA","NA","NA","0","NA",31,31,61917,"99","0","0","0"
"2013","BE",619173,740.170278637771,"3",2009,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",4,3,61917,"0.3154761905","0","0","0"
"2013","BE",619191,740.170278637771,"3",1951,"2","1","1","4","11","NA","NA","NA","4","NA","NA","NA",62,61,61919,"0.25","0","0","100"
"2013","BE",619192,740.170278637771,"4",1969,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",44,43,61919,"99","2","0","0"
"2013","BE",619193,740.170278637771,"1",1965,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",48,47,61919,"99","0","0","101"
"2013","BE",619231,740.170278637771,"3",1984,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",29,28,61923,"99","0","0","0"
"2013","BE",619232,740.170278637771,"3",1960,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",53,52,61923,"1","0","0","0"
"2013","BE",619233,740.170278637771,"2",1998,"2","1","4","1","11","2","NA","36","NA","0","NA","NA",14,14,61923,"1","0","0","0"
"2013","BE",619381,740.170278637771,"1",1978,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",35,34,61938,"0.619047619","0","0","0"
"2013","BE",619382,740.170278637771,"4",1943,"1","1","1","1","NA","2","NA","NA","NA","0","0","NA",70,69,61938,"99","0","0","0"
"2013","BE",619383,740.170278637771,"2",1948,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",64,64,61938,"99","0","0","101"
"2013","BE",619451,740.170278637771,"1",1945,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",68,67,61945,"0.9142857143","0","0","0"
"2013","BE",619452,740.170278637771,"3",1948,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",65,64,61945,"0","0","0","0"
"2013","BE",619453,740.170278637771,"3",1932,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",80,80,61945,"0","0","0","0"
"2013","BE",619481,740.170278637771,"4",1955,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",58,57,61948,"0.869047619","0","0","0"
"2013","BE",619482,740.170278637771,"1",1960,"2","1","1","4","11","2","NA","NA","3","NA","NA","NA",52,52,61948,"0.8392857143","2","0","0"
"2013","BE",619483,740.170278637771,"4",1989,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",24,23,61948,"99","0","0","0"
"2013","BE",619531,740.170278637771,"3",1968,"2","1","1","1","NA","5","NA","NA","NA","NA","NA","NA",44,44,61953,"99","0","0","0"
"2013","BE",619532,740.170278637771,"4",1968,"1","1","4","4","11","NA","42","NA","NA","0","NA","4",44,44,61953,"0.9285714286","0","0","0"
"2013","BE",619533,740.170278637771,"4",1993,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",20,19,61953,"0.5","0","0","0"
"2013","BE",619621,740.170278637771,"1",1976,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",37,36,61962,"99","0","0","100"
"2013","BE",619622,740.170278637771,"1",1974,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",38,38,61962,"1","2","0","0"
"2013","BE",619623,740.170278637771,"3",2007,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",5,5,61962,"1","0","0","0"
"2013","BE",619881,740.170278637771,"1",1960,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",53,52,61988,"1","0","0","0"
"2013","BE",619882,740.170278637771,"2",2011,"2","1","4","1","11","2","NA","NA","NA","0","0","NA",2,1,61988,"1","2","0","0"
"2013","BE",619883,740.170278637771,"2",1982,"2","1","3","1","11","2","32","NA","NA","NA","NA","NA",30,30,61988,"1","2","0","0"
"2013","BE",620121,740.170278637771,"2",1951,"2","1","1","4","NA","2","NA","NA","NA","NA","NA","0",61,61,62012,"0.6666666667","0","0","0"
"2013","BE",620122,740.170278637771,"2",1969,"1","1","3","4","11","2","NA","NA","NA","NA","0","NA",43,43,62012,"0.7142857143","0","0","0"
"2013","BE",620123,740.170278637771,"3",1965,"1","1","3","1","11","2","NA","NA","NA","0","NA","NA",48,47,62012,"0","2","0","0"
"2013","BE",620351,740.170278637771,"3",1968,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",44,44,62035,"1","0","0","0"
"2013","BE",620352,740.170278637771,"4",1995,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",17,17,62035,"99","2","1","0"
"2013","BE",620353,740.170278637771,"4",1998,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",14,14,62035,"0.9571428571","0","0","0"
"2013","BE",620541,740.170278637771,"4",1945,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",67,67,62054,"99","0","0","10"
"2013","BE",620542,740.170278637771,"3",1946,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",67,66,62054,"0.3333333333","0","0","0"
"2013","BE",620543,740.170278637771,"2",1969,"1","1","1","1","NA","2","NA","NA","NA","0","NA","NA",44,43,62054,"99","0","0","0"
"2013","BE",620681,740.170278637771,"3",1951,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",62,61,62068,"0.7428571429","2","0","0"
"2013","BE",620682,740.170278637771,"1",1953,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",59,59,62068,"1","0","0","0"
"2013","BE",620683,740.170278637771,"1",1992,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",21,20,62068,"0.7714285714","0","0","0"
"2013","BE",620801,740.170278637771,"3",1951,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",62,61,62080,"1","1","0","0"
"2013","BE",620802,740.170278637771,"2",1969,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",44,43,62080,"0.8285714286","0","0","0"
"2013","BE",620803,740.170278637771,"2",1965,"1","1","1","1","11","2","NA","32","NA","NA","NA","NA",48,47,62080,"1","0","1","0"
"2013","BE",620911,740.170278637771,"1",1959,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",54,53,62091,"0.1743351529","0","0","0"
"2013","BE",620912,740.170278637771,"1",1955,"2","1","1","1","11","5","26","NA","3","NA","NA","NA",57,57,62091,"0.3214285714","0","0","0"
"2013","BE",620913,740.170278637771,"2",1990,"1","1","2","1","NA","2","NA","NA","NA","NA","0","NA",23,22,62091,"0.856704319","0","0","0"
"2013","BE",620921,740.170278637771,"3",1982,"1","1","4","4","11","2","NA","NA","4","NA","0","NA",30,30,62092,"0","0","0","0"
"2013","BE",620922,740.170278637771,"4",1984,"2","1","4","4","11","NA","NA","NA","NA","NA","0","0",28,28,62092,"1","0","0","1"
"2013","BE",620923,740.170278637771,"4",2000,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",13,12,62092,"0.6486267996","2","0","0"
"2013","BE",621031,740.170278637771,"1",1979,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",34,33,62103,"99","0","0","0"
"2013","BE",621032,740.170278637771,"4",2010,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",2,2,62103,"1","0","0","0"
"2013","BE",621033,740.170278637771,"3",1982,"2","1","4","1","11","NA","NA","NA","NA","0","NA","NA",30,30,62103,"99","0","0","10"
"2013","BE",621251,740.170278637771,"3",1973,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",40,39,62125,"99","0","0","0"
"2013","BE",621252,740.170278637771,"4",1995,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",17,17,62125,"1","0","0","100"
"2013","BE",621253,740.170278637771,"3",2001,"2","1","1","1","11","5","NA","NA","NA","0","NA","NA",12,11,62125,"0.7714285714","1","0","0"
"2013","BE",621561,740.170278637771,"1",1952,"1","1","3","4","11","5","NA","NA","NA","NA","NA","NA",61,60,62156,"99","0","0","0"
"2013","BE",621562,740.170278637771,"2",1951,"2","1","3","1","11","2","32","NA","NA","NA","NA","NA",62,61,62156,"0.7080775194","0","1","100"
"2013","BE",621563,740.170278637771,"4",1987,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",26,25,62156,"0.4142857143","0","0","101"
"2013","BE",621771,740.170278637771,"1",1979,"1","1","4","1","NA","2","NA","NA","NA","0","NA","NA",34,33,62177,"1","0","1","0"
"2013","BE",621772,740.170278637771,"3",1985,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",28,27,62177,"99","0","1","0"
"2013","BE",621773,740.170278637771,"1",2011,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1,1,62177,"0.5","0","0","0"
"2013","BE",621971,740.170278637771,"3",1974,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",38,38,62197,"1","2","0","111"
"2013","BE",621972,740.170278637771,"2",2010,"2","1","4","1","11","5","NA","NA","NA","0","NA","NA",3,2,62197,"1","0","0","0"
"2013","BE",621973,740.170278637771,"2",1977,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",35,35,62197,"99","2","0","0"
"2013","BE",622221,740.170278637771,"1",1958,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",55,54,62222,"0.8428571429","0","0","0"
"2013","BE",622222,740.170278637771,"2",1964,"2","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",49,48,62222,"0.8571428571","0","0","0"
"2013","BE",622223,740.170278637771,"2",2006,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",6,6,62222,"0.9583333333","0","0","0"
"2013","BE",622281,740.170278637771,"3",1968,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",44,44,62228,"99","0","0","0"
"2013","BE",622282,740.170278637771,"2",1985,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",28,27,62228,"0","0","0","0"
"2013","BE",622283,740.170278637771,"4",2009,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3,3,62228,"99","2","0","0"
"2013","BE",622441,740.170278637771,"1",1973,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",39,39,62244,"1","0","1","0"
"2013","BE",622442,740.170278637771,"1",1995,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",17,17,62244,"0.7285714286","0","0","0"
"2013","BE",622443,740.170278637771,"4",2001,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",12,11,62244,"99","2","0","0"
"2013","BE",622461,740.170278637771,"1",1958,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",54,54,62246,"99","0","0","0"
"2013","BE",622462,740.170278637771,"2",1985,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",28,27,62246,"0","0","0","0"
"2013","BE",622463,740.170278637771,"3",1990,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",23,22,62246,"0.8428571429","0","0","0"
"2013","BE",622771,740.170278637771,"4",1943,"1","1","1","1","11","2","32","NA","0","NA","NA","0",69,69,62277,"0.5833333333","2","0","0"
"2013","BE",622772,740.170278637771,"2",1949,"2","1","1","1","11","2","NA","NA","NA","26","NA","NA",64,63,62277,"1","0","0","100"
"2013","BE",622773,740.170278637771,"3",1980,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",32,32,62277,"1","0","0","0"
"2013","BE",622801,740.170278637771,"3",1957,"1","1","3","4","11","NA","NA","NA","NA","NA","NA","NA",55,55,62280,"0.580952381","0","0","0"
"2013","BE",622802,740.170278637771,"1",1965,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",47,47,62280,"1","0","0","101"
"2013","BE",622803,740.170278637771,"3",1996,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",17,16,62280,"0.5","1","0","0"
"2013","BE",622881,740.170278637771,"4",1959,"1","1","1","1","NA","2","NA","36","NA","NA","0","NA",53,53,62288,"0.9166666667","0","0","101"
"2013","BE",622882,740.170278637771,"2",1955,"2","1","1","4","11","2","NA","NA","NA","NA","NA","4",58,57,62288,"0.9285714286","1","0","0"
"2013","BE",622883,740.170278637771,"3",1990,"1","1","1","4","11","NA","NA","NA","NA","0","NA","NA",22,22,62288,"0.6571428571","0","0","0"
"2013","BE",622961,740.170278637771,"3",1947,"1","1","3","1","11","5","NA","NA","NA","NA","0","NA",65,65,62296,"0.1904761905","0","0","0"
"2013","BE",622962,740.170278637771,"4",1949,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",64,63,62296,"0.5","2","0","111"
"2013","BE",622963,740.170278637771,"2",1972,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",40,40,62296,"0.5714285714","0","0","0"
"2013","BE",623471,740.170278637771,"3",1960,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",53,52,62347,"0.7857142857","0","0","0"
"2013","BE",623472,740.170278637771,"4",1991,"1","1","3","1","11","NA","NA","NA","6","NA","0","NA",21,21,62347,"0.7714285714","0","0","0"
"2013","BE",623473,740.170278637771,"1",1994,"1","1","1","1","11","2","NA","26","NA","0","NA","NA",19,18,62347,"0.5714285714","0","0","0"
"2013","BE",623581,740.170278637771,"3",1947,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",66,65,62358,"0.2","2","0","100"
"2013","BE",623582,740.170278637771,"1",1954,"2","1","3","4","11","2","NA","NA","NA","NA","0","NA",58,58,62358,"1","0","0","0"
"2013","BE",623583,740.170278637771,"4",1978,"1","1","2","4","11","2","NA","NA","0","NA","NA","NA",34,34,62358,"99","0","0","0"
"2013","BE",623681,740.170278637771,"1",1974,"1","1","1","4","11","2","NA","31","NA","NA","NA","NA",39,38,62368,"99","0","0","0"
"2013","BE",623682,740.170278637771,"1",2010,"2","1","3","1","NA","2","40","NA","NA","NA","NA","NA",2,2,62368,"0.9285714286","2","0","0"
"2013","BE",623683,740.170278637771,"4",1977,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",35,35,62368,"0.7222222222","0","0","101"
"2013","BE",623791,740.170278637771,"2",1959,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",53,53,62379,"1","0","0","0"
"2013","BE",623792,740.170278637771,"1",1955,"2","1","1","1","11","NA","NA","NA","0","NA","NA","NA",58,57,62379,"99","0","0","0"
"2013","BE",623793,740.170278637771,"3",1990,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","15",22,22,62379,"0.9404761905","2","0","0"
"2013","BE",623901,740.170278637771,"2",1966,"1","1","3","1","11","2","NA","NA","NA","NA","0","NA",46,46,62390,"0.8571428571","0","0","101"
"2013","BE",623902,740.170278637771,"1",1967,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",46,45,62390,"0.9285714286","0","0","100"
"2013","BE",623903,740.170278637771,"1",1991,"1","1","3","1","NA","2","NA","NA","NA","NA","NA","11",21,21,62390,"99","2","0","0"
"2013","BE",623951,740.170278637771,"4",1976,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",36,36,62395,"0.9142857143","0","0","111"
"2013","BE",623952,740.170278637771,"2",1974,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",39,38,62395,"99","0","0","0"
"2013","BE",623953,740.170278637771,"1",2007,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",6,5,62395,"99","2","1","100"
"2013","BE",624031,740.170278637771,"2",1973,"2","1","2","4","11","2","NA","NA","NA","NA","NA","NA",39,39,62403,"0.4","0","0","0"
"2013","BE",624032,740.170278637771,"4",1996,"1","1","3","4","11","5","NA","NA","0","NA","NA","NA",17,16,62403,"99","0","0","101"
"2013","BE",624033,740.170278637771,"2",1998,"2","1","1","1","11","2","NA","32","NA","NA","0","NA",14,14,62403,"0.7972535992","0","0","0"
"2013","BE",624121,740.170278637771,"3",1968,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",44,44,62412,"99","0","0","0"
"2013","BE",624122,740.170278637771,"2",1968,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",44,44,62412,"99","0","0","0"
"2013","BE",624123,740.170278637771,"1",1993,"2","1","4","1","11","2","NA","NA","10","NA","NA","NA",19,19,62412,"0","0","0","0"
"2013","BE",624141,740.170278637771,"4",1963,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",50,49,62414,"1","1","1","0"
"2013","BE",624142,740.170278637771,"2",1995,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",18,17,62414,"0.5142857143","0","0","0"
"2013","BE",624143,740.170278637771,"4",1997,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",16,15,62414,"0.5","0","0","0"
"2013","BE",624271,740.170278637771,"4",1978,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",34,34,62427,"0.5","2","0","0"
"2013","BE",624272,740.170278637771,"3",2003,"2","1","1","1","NA","2","NA","NA","0","NA","NA","NA",10,9,62427,"99","0","0","0"
"2013","BE",624273,740.170278637771,"2",2005,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",7,7,62427,"0.5619047619","0","0","0"
"2013","BE",624431,740.170278637771,"4",1965,"2","1","1","1","11","2","28","NA","NA","NA","NA","NA",47,47,62443,"0.8428571429","0","0","0"
"2013","BE",624432,740.170278637771,"2",1965,"1","1","1","4","11","2","NA","NA","NA","NA","0","NA",48,47,62443,"0.6357142857","0","0","0"
"2013","BE",624433,740.170278637771,"3",2008,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",4,4,62443,"99","0","0","100"
"2013","BE",624461,740.170278637771,"2",1977,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",35,35,62446,"99","0","0","0"
"2013","BE",624462,740.170278637771,"1",2006,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",6,6,62446,"1","2","0","0"
"2013","BE",624463,740.170278637771,"2",1978,"1","1","1","1","11","NA","34","NA","12","NA","NA","0",35,34,62446,"0","0","0","0"
"2013","BE",624571,740.170278637771,"1",1972,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","0",40,40,62457,"0","0","0","0"
"2013","BE",624572,740.170278637771,"1",1980,"2","1","4","1","NA","2","32","NA","NA","NA","NA","NA",32,32,62457,"0.5952321197","2","0","0"
"2013","BE",624573,740.170278637771,"4",2011,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",1,1,62457,"0.780952381","0","0","0"
"2013","BE",625381,740.170278637771,"3",1957,"1","1","4","1","11","2","NA","NA","NA","0","0","NA",55,55,62538,"1","2","0","0"
"2013","BE",625382,740.170278637771,"1",1965,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",47,47,62538,"0.4444444444","0","0","0"
"2013","BE",625383,740.170278637771,"4",1996,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",17,16,62538,"0","0","0","0"
"2013","BE",625481,740.170278637771,"2",1981,"1","1","4","1","11","2","NA","NA","NA","NA","0","NA",32,31,62548,"0.7714285714","2","0","0"
"2013","BE",625482,740.170278637771,"3",1983,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",30,29,62548,"0.4857142857","0","0","0"
"2013","BE",625483,740.170278637771,"4",2010,"1","1","2","1","11","2","20","33","0","NA","NA","NA",3,2,62548,"99","0","0","0"
"2013","BE",625641,740.170278637771,"2",1984,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",29,28,62564,"1","2","1","0"
"2013","BE",625642,740.170278637771,"3",2010,"2","1","1","1","NA","2","NA","30","NA","NA","NA","NA",2,2,62564,"0.8285289074","0","0","0"
"2013","BE",625643,740.170278637771,"3",1983,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",29,29,62564,"0.5297619048","0","0","0"
"2013","BE",626051,740.170278637771,"2",1945,"1","1","4","1","11","2","NA","NA","NA","31","NA","NA",68,67,62605,"0.5416666667","0","0","0"
"2013","BE",626052,740.170278637771,"3",1946,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",67,66,62605,"0.4920634921","0","0","100"
"2013","BE",626053,740.170278637771,"2",1969,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",43,43,62605,"1","0","0","0"
"2013","BE",626571,740.170278637771,"2",1979,"1","1","4","4","NA","5","NA","NA","NA","NA","NA","NA",34,33,62657,"1","2","0","0"
"2013","BE",626572,740.170278637771,"4",2010,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",3,2,62657,"1","2","0","0"
"2013","BE",626573,740.170278637771,"3",1980,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",33,32,62657,"0.9583333333","0","0","0"
"2013","BE",626631,740.170278637771,"1",1958,"1","1","1","1","11","2","NA","NA","NA","NA","13","NA",54,54,62663,"1","2","0","0"
"2013","BE",626632,740.170278637771,"2",1960,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",53,52,62663,"0","2","0","0"
"2013","BE",626633,740.170278637771,"3",1992,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",21,20,62663,"0.9571428571","0","0","0"
"2013","BE",626701,740.170278637771,"1",1968,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",44,44,62670,"99","0","0","0"
"2013","BE",626702,740.170278637771,"3",1968,"1","1","4","1","11","2","NA","NA","NA","0","NA","0",44,44,62670,"0.8476190476","0","0","0"
"2013","BE",626703,740.170278637771,"2",1993,"2","1","2","1","NA","2","NA","NA","NA","NA","NA","NA",20,19,62670,"99","0","0","101"
"2013","BE",626721,740.170278637771,"1",1972,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",40,40,62672,"1","0","0","0"
"2013","BE",626722,740.170278637771,"1",1980,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",32,32,62672,"0","2","1","0"
"2013","BE",626723,740.170278637771,"4",2011,"1","1","4","1","11","2","NA","33","NA","0","NA","NA",2,1,62672,"1","0","0","0"
"2013","BE",626741,740.170278637771,"2",1965,"2","1","1","1","NA","5","NA","NA","NA","0","NA","NA",48,47,62674,"0.7714285714","0","0","0"
"2013","BE",626742,740.170278637771,"3",2007,"1","1","1","4","11","2","NA","NA","NA","NA","NA","0",5,5,62674,"99","2","0","0"
"2013","BE",626743,740.170278637771,"2",1993,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",19,19,62674,"1","0","0","0"
"2013","BE",626911,740.170278637771,"2",1947,"1","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",65,65,62691,"99","0","0","0"
"2013","BE",626912,740.170278637771,"4",1949,"2","1","4","1","11","2","NA","32","NA","NA","NA","NA",63,63,62691,"0","2","1","0"
"2013","BE",626913,740.170278637771,"2",1972,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",40,40,62691,"0","0","0","0"
"2013","BE",626971,740.170278637771,"2",1955,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",58,57,62697,"0","0","0","0"
"2013","BE",626972,740.170278637771,"3",1960,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",53,52,62697,"0.5428571429","0","0","0"
"2013","BE",626973,740.170278637771,"1",1989,"1","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",23,23,62697,"0.8571428571","2","0","0"
"2013","BE",627031,740.170278637771,"2",1951,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",61,61,62703,"1","0","1","0"
"2013","BE",627032,740.170278637771,"3",1969,"1","1","1","1","11","2","NA","NA","4","NA","NA","NA",43,43,62703,"0","0","0","0"
"2013","BE",627033,740.170278637771,"1",1965,"1","1","4","1","11","NA","NA","NA","8","NA","NA","NA",48,47,62703,"0.7285714286","2","0","0"
